idx,query,property_name,property_type,value,min,max,unit,shape
9636,(no-break) charpy,charpy,property,nb,,,,exact value only
9645,(nb) izod notched,izod notched impact strength,property,nb,,,,exact value only
9646,nb izod (nc),izod notched impact strength,property,nb,,,,exact value only
9651,non-chlorine & non-bromine material of compliant specification for santoprene 121-80,non-chlorine & non-bromine material,ul_property,compliant,,,,exact value only
9652,low stiff grade,tensile modulus,property,low,,,,exact value only
9672,"suggest a grade with washing machine pump application and hdt at 1.8mpa of 230, v0",temperature of deflection under load iso 75-1/-2 1.8 mpa (°c),property,230.0,207.0,253.0,,banded (value +/- band)
9672,"suggest a grade with washing machine pump application and hdt at 1.8mpa of 230, v0",flame rating,ul_sub_property,v-0,,,,exact value only
9672,"suggest a grade with washing machine pump application and hdt at 1.8mpa of 230, v0",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
9679,glow wire flammability index >776kelvin,glow wire flammability index,ul_sub_property,776.0,776.0,,kelvin,open lower (>= min)
9679,glow wire flammability index >776kelvin,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
9685,grades that have dk greater than or equal to 9.74,relative permittivity,property,9.74,9.74,,,open lower (>= min)
9694,durability: f1 usp 23,outdoor suitability,ul_property,f1,,,,exact value only
9706,highest volume resistivity and young modulus grade,volume resistivity iec 62631-3-1 (ohm.m),property,highest,,,,exact value only
9706,highest volume resistivity and young modulus grade,tensile modulus,property,highest,,,,exact value only
9709,zyt comparative tracking plc0,comparative tracking index (cti),ul_property,plc 0,,,,exact value only
9710,tensile modulus = 2500-3500mpa,tensile modulus,property,2500.0,2500.0,3500.0,mpa,banded (value +/- band)
9711,izod nc,izod notched impact strength,property,,,,,categorical / no number
9714,looking for a nylon 6/6 non filled with 180.48 cm³/10min mv,melt volume-flow rate iso 1133 (cm³/10min),property,180.48,162.43,198.53,cm³/10min,banded (value +/- band)
9722,"get nylon material with the condition, stress at break more than 190mpa",stress at break,property,190.0,190.0,,mpa,open lower (>= min)
9723,need a grade with a rti elec - 156,relative thermal index - electrical (rti elec) (°c),ul_sub_property,156.0,140.4,171.6,,banded (value +/- band)
9723,need a grade with a rti elec - 156,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
9730,looking for a nylon 10-10 glass whisker combined fill >63% with flex of 3669mpa,flexural modulus,property,3669.0,3302.1,4035.9,mpa,banded (value +/- band)
9739,pa 6-6 with relative thermal index - mechanical impact (70) in the vicinity of 10%,relative thermal index - mechanical impact (rti imp) (°c),ul_sub_property,70.0,63.0,77.0,,banded (value +/- band)
9739,pa 6-6 with relative thermal index - mechanical impact (70) in the vicinity of 10%,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
9744,vamc heavy of maximum 1317kg/m³,density iso 1183 (kg/m³),property,1317.0,,1317.0,kg/m³,open upper (<= max)
9745,unfilled pom grade having mvr 8-9 and specific gravity of 1.4,melt volume-flow rate iso 1133 (cm³/10min),property,8.0,8.0,9.0,,banded (value +/- band)
9745,unfilled pom grade having mvr 8-9 and specific gravity of 1.4,density iso 1183 (kg/m³),property,1.4,1.26,1.54,,banded (value +/- band)
9749,non sustainable charpy impact strength notched 126 - 168kj/m²,charpy notched impact strength,property,126.0,126.0,168.0,kj/m²,banded (value +/- band)
9761,material with tensile modulus of min 2800 mpa - max 3200 mpa,tensile modulus,property,2800.0,2800.0,3200.0,mpa,banded (value +/- band)
9771,products with izod impact (notched) greater than or equal to 25 kj/m²,izod notched impact strength,property,25.0,25.0,,kj/m²,open lower (>= min)
9794,"minlon grade with hardness, rockwell average, and relative thermal index electrical more than 48","hardness, rockwell",property,average,,,,exact value only
9794,"minlon grade with hardness, rockwell average, and relative thermal index electrical more than 48",relative thermal index - electrical (rti elec) (°c),ul_sub_property,48.0,48.0,,,open lower (>= min)
9794,"minlon grade with hardness, rockwell average, and relative thermal index electrical more than 48",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
9798,pp with a glow wire ignition temperature higher than 600 °c,glow wire ignition temperature,ul_sub_property,600.0,600.0,,°c,open lower (>= min)
9798,pp with a glow wire ignition temperature higher than 600 °c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
9800,"pultrusion grade with sr - 5.06e+16ohm, and flame rating class = 5 vb",surface resistivity iec 62631-3-2 (ohm),property,5.06e+16,4.55e+16,5.56e+16,ohm,banded (value +/- band)
9800,"pultrusion grade with sr - 5.06e+16ohm, and flame rating class = 5 vb",flame rating,ul_sub_property,5vb,,,,exact value only
9800,"pultrusion grade with sr - 5.06e+16ohm, and flame rating class = 5 vb",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
9821,"i want a grade with 25% glass bead filler, a mold shrinkage < 1.4 and a tensile mod > 3700 that could be used in a paint can nozzle",molding shrinkage,property,1.4,,1.4,,open upper (<= max)
9821,"i want a grade with 25% glass bead filler, a mold shrinkage < 1.4 and a tensile mod > 3700 that could be used in a paint can nozzle",tensile modulus,property,3700.0,3700.0,,,open lower (>= min)
9844,5 va @ 2.2mm 54% filler load,flame rating,ul_sub_property,5va,,,,exact value only
9844,5 va @ 2.2mm 54% filler load,minimum thickness (mm),ul_property,2.2,,,mm,exact value only
9845,looking for a ethylene-vinyl-acetate glass whisker with sr (3.42e+15ohm),surface resistivity iec 62631-3-2 (ohm),property,3.42e+15,3.08e+15,3.76e+15,ohm,banded (value +/- band)
9851,tensile strain at yield: weak and compressive strength (267mpa) from 148 - 318 high plasticiser with filler load range 38 to 50,compressive strength iso 604 (mpa),property,267.0,148.0,318.0,mpa,banded (value +/- band)
9851,tensile strain at yield: weak and compressive strength (267mpa) from 148 - 318 high plasticiser with filler load range 38 to 50,tensile strain at yield iso 527-1/-2 50mm/min (%),property,weak,,,,exact value only
9859,nylon 6/10 with compressive stress at 1% strain iso 604 (mpa): excellent sh d - good,compressive stress at 1% strain iso 604 (mpa),property,excellent,,,,exact value only
9859,nylon 6/10 with compressive stress at 1% strain iso 604 (mpa): excellent sh d - good,shore d hardness iso 48-4 / iso 868 15s,property,good,,,,exact value only
9864,"which grade can be used for laser direct structuring with a flexural strength of 158 megapascals, gf 15%",flexural strength,property,158.0,142.2,173.8,megapascals,banded (value +/- band)
9875,"v0, gf + min, clti 3, microwave oven",clte,property,3.0,2.7,3.3,,banded (value +/- band)
9875,"v0, gf + min, clti 3, microwave oven",flame rating,ul_sub_property,v-0,,,,exact value only
9875,"v0, gf + min, clti 3, microwave oven",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
9885,pps / dbl5420 / modulus > 14700,modulus,property,14700.0,14700.0,,,open lower (>= min)
9893,flame rated v2,flame rating,ul_sub_property,v-2,,,,exact value only
9893,flame rated v2,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
9895,mp: 337 and mw: 5902761 g/mol,melting temperature iso 11357-1/-3 10°c/min (°c),property,337.0,303.3,370.7,,banded (value +/- band)
9895,mp: 337 and mw: 5902761 g/mol,average molecular weight margolies' equation (g/mol),property,5902761.0,5312484.9,6493037.1,g/mol,banded (value +/- band)
9899,tensile modulus = 3000 mpa +/-10%,tensile modulus,property,3000.0,2700.0,3300.0,mpa,banded (value +/- band)
9908,nylon 6t-66 for engine cover with medium sh a,shore a hardness iso 48-4 / iso 868 15s,property,medium,,,,exact value only
9912,high melting temp and low density,melting temperature iso 11357-1/-3 10°c/min (°c),property,high,,,,exact value only
9912,high melting temp and low density,density iso 1183 (kg/m³),property,low,,,,exact value only
9916,need a grade with a flammability class rating at 0.6mm of 5-va,flame rating,ul_sub_property,5va,,,,exact value only
9916,need a grade with a flammability class rating at 0.6mm of 5-va,minimum thickness (mm),ul_property,0.6,,,mm,exact value only
9923,long chain pa with coefficient of linear thermal expansion clte iso 11359 1 2 normal e 6 k = weak,coefficient of linear thermal expansion (clte) iso 11359-1/-2 normal (e-6/k),property,weak,,,,exact value only
9928,"min thickness 2, v 2 flamerate",flame rating,ul_sub_property,v-2,,,,exact value only
9928,"min thickness 2, v 2 flamerate",minimum thickness (mm),ul_property,2.0,,,mm,exact value only
9930,(nobreak) impact,impact strength,property,nb,,,,exact value only
9932,find a material that is shore d hardness: 33 within 30% range,shore d hardness iso 48-4 / iso 868 15s,property,33.0,23.1,42.9,,banded (value +/- band)
9934,materials with an average tensile modulus of 3000mpa,tensile modulus,property,3000.0,2700.0,3300.0,mpa,banded (value +/- band)
9942,"pps, thermally conductive, v0",flame rating,ul_sub_property,v-0,,,,exact value only
9942,"pps, thermally conductive, v0",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
9953,"fa grade with soft: 41, and plc 3 high-current arc ignition (hai)",shore a hardness iso 48-4 / iso 868 15s,property,41.0,36.9,45.1,,banded (value +/- band)
9953,"fa grade with soft: 41, and plc 3 high-current arc ignition (hai)",high-current arc ignition (hai),ul_sub_property,plc 3,,,,exact value only
9953,"fa grade with soft: 41, and plc 3 high-current arc ignition (hai)",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
9964,dielectric strength 9.4 to 19.71,dielectric strength,ul_property,9.4,9.4,19.71,,banded (value +/- band)
9974,heat resistant up to 250 degrees,continuous service temperature iec 60216-1 (°c),property,250.0,,250.0,,open upper (<= max)
9985,fp grade with a di strength between 22-31volts per mil,dielectric strength,ul_property,22.0,22.0,31.0,volts per mil,banded (value +/- band)
9989,"ppa, celanyl material with water absorption of no more than 2.9%, continuous service temp of at least 130 degrees c?",water absorption sim. to iso 62 2mm (%),property,2.9,2.9,,%,open lower (>= min)
9989,"ppa, celanyl material with water absorption of no more than 2.9%, continuous service temp of at least 130 degrees c?",continuous service temperature iec 60216-1 (°c),property,130.0,130.0,,degrees c,open lower (>= min)
9991,grades that have inc-plane tracking >=1.04,inclined-plane tracking,ul_property,1.04,1.04,,,open lower (>= min)
9992,flame rate @ 3 of v-o,flame rating,ul_sub_property,v-0,,,,exact value only
9992,flame rate @ 3 of v-o,minimum thickness (mm),ul_property,3.0,,,mm,exact value only
9997,materials that have plc-4 high-currentarcignition @ 0.8mm,high-current arc ignition (hai),ul_sub_property,plc 4,,,,exact value only
9997,materials that have plc-4 high-currentarcignition @ 0.8mm,minimum thickness (mm),ul_property,0.8,,,mm,exact value only
9999,"pa612
â€¢ 20% filler: stainless steel (powder or threads, therefore magnetic)
â€¢ mfi ~25g/10min (250â°c, 2.16kg)
â€¢ food contact approved",melt mass-flow rate iso 1133 (g/10min),property,25.0,22.5,27.5,g/10min,banded (value +/- band)
10005,unreinforced tc v0 low density,flame rating,ul_sub_property,v-0,,,,exact value only
10005,unreinforced tc v0 low density,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10005,unreinforced tc v0 low density,density iso 1183 (kg/m³),property,low,,,,exact value only
10008,"which equivalent grade to gmw15890p-pp-gf30e could be proposed to meet a density below 1120, a heat deflection at 1.8 mpa and be suitable for automotive seat head cover box application ?",density iso 1183 (kg/m³),property,1120.0,,1120.0,,open upper (<= max)
10008,"which equivalent grade to gmw15890p-pp-gf30e could be proposed to meet a density below 1120, a heat deflection at 1.8 mpa and be suitable for automotive seat head cover box application ?",temperature of deflection under load iso 75-1/-2 1.8 mpa (°c),property,,,,,categorical / no number
10013,celstran high tape flex strength and mold shrinkage (md/td),flexural strength astm d 790 tape 0° (mpa),property,high,,,,exact value only
10013,celstran high tape flex strength and mold shrinkage (md/td),molding shrinkage,property,high,,,,exact value only
10021,"find a material that has notched charpy impact of 7, melt volume rate of 8.4, specific gravity of 1.4, meets automotive specification gmw16924p-pom-c2",charpy notched impact strength,property,7.0,6.3,7.7,,banded (value +/- band)
10021,"find a material that has notched charpy impact of 7, melt volume rate of 8.4, specific gravity of 1.4, meets automotive specification gmw16924p-pom-c2",melt volume-flow rate iso 1133 (cm³/10min),property,8.4,7.5600000000000005,9.24,,banded (value +/- band)
10021,"find a material that has notched charpy impact of 7, melt volume rate of 8.4, specific gravity of 1.4, meets automotive specification gmw16924p-pom-c2",density iso 1183 (kg/m³),property,1.4,1.2599999999999998,1.54,,banded (value +/- band)
10029,"clte 9.0e-6 / c, 25% graphite fiber, cm 9000mpa",coefficient of linear thermal expansion (clte),property,9.0,8.1,9.9,e-6 / c,banded (value +/- band)
10029,"clte 9.0e-6 / c, 25% graphite fiber, cm 9000mpa",compressive modulus iso 604 (mpa),property,9000.0,8100.0,9900.0,mpa,banded (value +/- band)
10032,high ampere arc ignition = plc-4 medical & pharma - drug delivery devices,high-current arc ignition (hai),ul_sub_property,plc 4,,,,exact value only
10032,high ampere arc ignition = plc-4 medical & pharma - drug delivery devices,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10047,"surf resis > 1e15, pom",surface resistivity iec 62631-3-2 (ohm),property,1e+15,1e+15,,,open lower (>= min)
10049,25% glass beads reinforced material with tensile modulus highter than 3700mpa and mold shrinkage below 1.4%,tensile modulus,property,3700.0,3700.0,,mpa,open lower (>= min)
10049,25% glass beads reinforced material with tensile modulus highter than 3700mpa and mold shrinkage below 1.4%,molding shrinkage,property,1.4,,1.4,%,open upper (<= max)
10055,high amperage arc ignition category plc-1 at 3mm,high-current arc ignition (hai),ul_sub_property,plc 1,,,,exact value only
10055,high amperage arc ignition category plc-1 at 3mm,minimum thickness (mm),ul_property,3.0,,,mm,exact value only
10060,f 1 suitability,outdoor suitability,ul_property,f1,,,,exact value only
10083,grades that have break 144.86percentage,nominal strain at break iso 527-1/-2 (%),property,144.86,130.37,159.35,percentage,banded (value +/- band)
10086,"pa 6t/6i high elongation break 5mm/min or tensile creep modulus at 1000h, high heat performance",tensile strain at break iso 527-1/-2 5mm/min (%),property,high,,,,exact value only
10086,"pa 6t/6i high elongation break 5mm/min or tensile creep modulus at 1000h, high heat performance",tensile creep modulus iso 899-1 1000h (mpa),property,high,,,,exact value only
10087,materials that have plc 0 comparative tracking index,comparative tracking index (cti),ul_property,plc 0,,,,exact value only
10088,grades that have izod impact notch = 100,izod notched impact strength,property,100.0,90.0,110.0,,banded (value +/- band)
10089,products with effective thermal diffusivity iso 22007-4 crossflow (m²/s) of 8.23e-07m²/s,effective thermal diffusivity iso 22007-4 crossflow (m²/s),property,8.23e-07,7.41e-07,9.05e-07,m²/s,banded (value +/- band)
10091,rti ms of 111 °c between 91 to 153,relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,111.0,91.0,153.0,°c,banded (value +/- band)
10091,rti ms of 111 °c between 91 to 153,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10105,"abistir grade with tensile stress at 100% elongation iso 37 perpendicular (mpa) 3.29 mpa, and flow wire ignition temperature - 854 °c around 5% margin",tensile stress at 100% elongation iso 37 perpendicular (mpa),property,3.29,2.96,3.62,mpa,banded (value +/- band)
10105,"abistir grade with tensile stress at 100% elongation iso 37 perpendicular (mpa) 3.29 mpa, and flow wire ignition temperature - 854 °c around 5% margin",glow wire ignition temperature,ul_sub_property,854.0,811.3,896.7,°c,banded (value +/- band)
10105,"abistir grade with tensile stress at 100% elongation iso 37 perpendicular (mpa) 3.29 mpa, and flow wire ignition temperature - 854 °c around 5% margin",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10124,find a material that is hdt 0.45mpa of approx 119 °c,temperature of deflection under load iso 75-1/-2 0.45 mpa (°c),property,119.0,107.1,130.9,°c,banded (value +/- band)
10132,"hmwpe loi = 30.68 %, avoid static",oxygen index iso 4589-1/-2 (%),property,30.68,27.61,33.75,%,banded (value +/- band)
10133,polycyclohexylenedimethylene terephthalate with charpy impact unnotched - 178.52 maximum tape flex str 1143,charpy impact strength,property,178.52,160.67,196.37,,banded (value +/- band)
10133,polycyclohexylenedimethylene terephthalate with charpy impact unnotched - 178.52 maximum tape flex str 1143,flexural strength astm d 790 tape 0° (mpa),property,1143.0,,1143.0,,open upper (<= max)
10142,plc 1 hvar specification for ve a115,arc resistance,ul_property,plc 1,,,,exact value only
10149,"pa6 , flexural modulus 10300 , thermal conductivity , thruplane 1.3 , v0",flexural modulus,property,10300.0,9270.0,11330.0,,banded (value +/- band)
10149,"pa6 , flexural modulus 10300 , thermal conductivity , thruplane 1.3 , v0",thermal conductivity iso 22007-2 through plane (w/(m k)),property,1.3,1.17,1.43,,banded (value +/- band)
10149,"pa6 , flexural modulus 10300 , thermal conductivity , thruplane 1.3 , v0",flame rating,ul_sub_property,v-0,,,,exact value only
10149,"pa6 , flexural modulus 10300 , thermal conductivity , thruplane 1.3 , v0",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10151,"pa6, tensile modulus 3100 mpa, density 1.13 g/cm3, shrinkage 1%",tensile modulus,property,3100.0,2790.0,3410.0,mpa,banded (value +/- band)
10151,"pa6, tensile modulus 3100 mpa, density 1.13 g/cm3, shrinkage 1%",density iso 1183 (kg/m³),property,1.13,1.017,1.243,g/cm3,banded (value +/- band)
10151,"pa6, tensile modulus 3100 mpa, density 1.13 g/cm3, shrinkage 1%",molding shrinkage,property,1.0,,1.0,%,open upper (<= max)
10164,"min thickness 1.5, plc-3 arc ignition",high-current arc ignition (hai),ul_sub_property,plc 3,,,,exact value only
10164,"min thickness 1.5, plc-3 arc ignition",minimum thickness (mm),ul_property,1.5,,,mm,exact value only
10166,mi-77.07,melt mass-flow rate iso 1133 (g/10min),property,77.07,69.36,84.78,,banded (value +/- band)
10175,unfilled high impact,impact strength,property,high,,,,exact value only
10176,standard compressive modulus or glass transition temperature coef. of lin. therm expansion normal = 295e-6/k between 249 to 328 good edhc non-filler,coefficient of linear thermal expansion (clte) iso 11359-1/-2 normal (e-6/k),property,295.0,249.0,328.0,e-6/k,banded (value +/- band)
10176,standard compressive modulus or glass transition temperature coef. of lin. therm expansion normal = 295e-6/k between 249 to 328 good edhc non-filler,compressive modulus iso 604 (mpa),property,standard,,,,exact value only
10176,standard compressive modulus or glass transition temperature coef. of lin. therm expansion normal = 295e-6/k between 249 to 328 good edhc non-filler,glass transition temperature iso 11357-1/-3 10°c/min (°c),property,standard,,,,exact value only
10178,grade having 55 a  properties,shore a hardness iso 48-4 / iso 868 15s,property,55.0,49.5,60.5,,banded (value +/- band)
10182,products with izod impact unnotch of 240j/m²,izod impact strength,property,240.0,216.0,264.0,j/m²,banded (value +/- band)
10186,tensile modulus 2500 - 3500 mpa,tensile modulus,property,2500.0,2500.0,3500.0,mpa,banded (value +/- band)
10189,no break izod unnotched,izod impact strength,property,nb,,,,exact value only
10191,ul listed hb40,flammability classification,ul_sub_property,hb40,,,,exact value only
10191,ul listed hb40,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10195,non-halogenated material compliant,non-halogenated material,ul_property,compliant,,,,exact value only
10196,outdoor suitability,outdoor suitability,ul_property,f1,,,,exact value only
10208,grades that have 5 va,flame rating,ul_sub_property,5va,,,,exact value only
10208,grades that have 5 va,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10210,hytrel grade with a shore a hardness between 55 and 70,shore a hardness iso 48-4 / iso 868 15s,property,55.0,55.0,70.0,,banded (value +/- band)
10211,"grade for cap for gas valve with glow wire temperature 676°c, 6mm thickness",glow wire ignition temperature,ul_sub_property,676.0,608.4,743.6,°c,banded (value +/- band)
10211,"grade for cap for gas valve with glow wire temperature 676°c, 6mm thickness",minimum thickness (mm),ul_property,6.0,,,mm,exact value only
10215,dielectric constant 3.7 with 158 mpa gf,relative permittivity,property,3.7,3.33,4.07,mpa,banded (value +/- band)
10226,can you let me know the grades with tensile modulus of about 3000 mpa,tensile modulus,property,3000.0,2700.0,3300.0,mpa,banded (value +/- band)
10227,volume resistivity > 1.0e15,volume resistivity iec 62631-3-1 (ohm.m),property,1.0e+15,1.0+e15,,,open lower (>= min)
10229,plastic grade with tensile modulus between 2500 and 3300 mpa,tensile modulus,property,2500.0,2500.0,3300.0,mpa,banded (value +/- band)
10232,gwit 500 degrees f and gwfi 300 deg c,glow wire ignition temperature,ul_sub_property,500.0,450.0,550.0,degrees f,banded (value +/- band)
10232,gwit 500 degrees f and gwfi 300 deg c,glow wire flammability index,ul_sub_property,300.0,270.0,330.0,deg c,banded (value +/- band)
10232,gwit 500 degrees f and gwfi 300 deg c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10237,poly-m-xylylenadipamid with limiting oxygen - 49.66 % from 32 to 55,oxygen index iso 4589-1/-2 (%),property,49.66,32.0,55.0,%,banded (value +/- band)
10244,nb-impact grade,impact strength,property,nb,,,,exact value only
10249,100-120 continuous service temperature,continuous service temperature iec 60216-1 (°c),property,100.0,100.0,120.0,,banded (value +/- band)
10250,pa66 / 6 v-2 tough,flame rating,ul_sub_property,v-2,,,,exact value only
10250,pa66 / 6 v-2 tough,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10251,vectra for a beer machine part + graphite fiber + clte ( parallel ) = 9.0 e-6 /k,coefficient of linear thermal expansion (clte) iso 11359-1/-2 parallel (e-6/k),property,9.0,8.1,9.9,e-6 /k,banded (value +/- band)
10253,impact no-break,impact strength,property,nb,,,,exact value only
10266,excellent u.v. stabilised or stable to weather standard elongation at yield 50 mm/min and flexural strain at failure astm d 790 tape 0° (%) more than or eaual to 1.49 with without glass,flexural strain at failure astm d 790 tape 0° (%),property,1.49,1.49,,,open lower (>= min)
10266,excellent u.v. stabilised or stable to weather standard elongation at yield 50 mm/min and flexural strain at failure astm d 790 tape 0° (%) more than or eaual to 1.49 with without glass,tensile strain at yield iso 527-1/-2 50mm/min (%),property,standard,,,,exact value only
10271,ppa with tensile modulus superior than 19000mpa,tensile modulus,property,19000.0,19000.0,,mpa,open lower (>= min)
10272,shore hardness 46,shore,property,46.0,41.4,50.6,,banded (value +/- band)
10279,bio-based nylon grade rated for a gwit of 800,glow wire ignition temperature,ul_sub_property,800.0,720.0,880.0,,banded (value +/- band)
10279,bio-based nylon grade rated for a gwit of 800,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10280,need a grade with a flammability class @ 2 of hb-40,flammability classification,ul_sub_property,hb40,,,,exact value only
10280,need a grade with a flammability class @ 2 of hb-40,minimum thickness (mm),ul_property,2.0,,,mm,exact value only
10287,device master file charpy impact strength (notch) less than or equal to 124,charpy notched impact strength,property,124.0,,124.0,,open upper (<= max)
10292,"find a material with electrical strength of 45 or better, cti of plc0, for usin in ev connector. pa66 based",electric strength iec 60243-1 (kv/mm),property,45.0,40.5,49.5,,banded (value +/- band)
10292,"find a material with electrical strength of 45 or better, cti of plc0, for usin in ev connector. pa66 based",comparative tracking index (cti),ul_property,plc 0,,,,exact value only
10296,cst of 100-120°c material,continuous service temperature iec 60216-1 (°c),property,100.0,100.0,120.0,°c,banded (value +/- band)
10302,"recommend material that meets the following requirements ( application suspension bellow ) , shore d hardness of 41, tear strength of 64kn/m, brittleness temp of -52c",shore d hardness iso 48-4 / iso 868 15s,property,41.0,36.9,45.1,,banded (value +/- band)
10302,"recommend material that meets the following requirements ( application suspension bellow ) , shore d hardness of 41, tear strength of 64kn/m, brittleness temp of -52c",tear strength iso 34-1 normal (kn/m),property,64.0,57.6,70.4,kn/m,banded (value +/- band)
10302,"recommend material that meets the following requirements ( application suspension bellow ) , shore d hardness of 41, tear strength of 64kn/m, brittleness temp of -52c",brittleness temperature,property,-52.0,-46.8,-57.2,c,banded (value +/- band)
10325,highvoltagearc plc 5 di-electric str < 26 kv/mm,arc resistance,ul_property,plc 5,,,,exact value only
10325,highvoltagearc plc 5 di-electric str < 26 kv/mm,dielectric strength,ul_property,26.0,,26.0,kv/mm,open upper (<= max)
10328,flammability classification at a thickness of 0.40 mm for housing for gasoline particulate filter (gpf) pressure sensor with melt strength,flammability classification,ul_sub_property,,,,,categorical / no number
10328,flammability classification at a thickness of 0.40 mm for housing for gasoline particulate filter (gpf) pressure sensor with melt strength,melt strength,property,,,,,categorical / no number
10328,flammability classification at a thickness of 0.40 mm for housing for gasoline particulate filter (gpf) pressure sensor with melt strength,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10329,"grade for terminal connectors with v0 at 0,4 mm",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10329,"grade for terminal connectors with v0 at 0,4 mm",flame rating,ul_sub_property,v-0,,,,exact value only
10339,"polycarbonate dtul 61 °c, green",temperature of deflection under load,property,61.0,54.9,67.1,°c,banded (value +/- band)
10342,ff grade with a dimens change: 0.3,dimensional change,ul_property,0.3,0.27,0.33,,banded (value +/- band)
10361,di-mensional change (1.05%),dimensional change,ul_property,1.05,0.95,1.16,%,banded (value +/- band)
10363,"low warp pbt/amorphous grade for adas front camera heaters, flame retardant v0 at 0.75mm",flame rating,ul_sub_property,v-0,,,,exact value only
10363,"low warp pbt/amorphous grade for adas front camera heaters, flame retardant v0 at 0.75mm",minimum thickness (mm),ul_property,0.75,,,mm,exact value only
10369,santoprene with less than shore a 70,shore a hardness iso 48-4 / iso 868 15s,property,70.0,63.0,77.0,,banded (value +/- band)
10382,products with emod of 37189,tensile modulus,property,37189.0,33470.1,40907.9,,banded (value +/- band)
10386,grade with shore 60 a,shore a hardness iso 48-4 / iso 868 15s,property,60.0,54.0,66.0,,banded (value +/- band)
10390,mid grade with a ten imp str between 553 - 886,tensile impact strength,ul_property,553.0,553.0,886.0,,banded (value +/- band)
10396,"anti-hydrolysis, pa6/6, with mfi 166.63 g/10min",melt mass-flow rate iso 1133 (g/10min),property,166.63,149.97,183.29,g/10min,banded (value +/- band)
10404,standard continuous use temperature and flexural strain at failure astm d 790 tape 0° (%) and plating grade,continuous service temperature iec 60216-1 (°c),property,standard,,,,exact value only
10404,standard continuous use temperature and flexural strain at failure astm d 790 tape 0° (%) and plating grade,flexural strain at failure astm d 790 tape 0° (%),property,standard,,,,exact value only
10408,i need material with very high rti,relative thermal index,ul_sub_property,high,,,,exact value only
10408,i need material with very high rti,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
10425,good melt temp or tensile stress (break) at 50mm/min high crystallinity,melting temperature iso 11357-1/-3 10°c/min (°c),property,good,,,,exact value only
10425,good melt temp or tensile stress (break) at 50mm/min high crystallinity,tensile stress at break iso 527-1/-2 50mm/min (mpa),property,good,,,,exact value only
10431,"50% gf, tm 2750, den 1410, = wss-m98p14-a7",melting temperature iso 11357-1/-3 10°c/min (°c),property,2750.0,2475.0,3025.0,,banded (value +/- band)
10431,"50% gf, tm 2750, den 1410, = wss-m98p14-a7",density iso 1183 (kg/m³),property,1410.0,1269.0,1551.0,,banded (value +/- band)
10432,materials that have rockwell hardness r-scale = 100 between 88 and 143,"hardness, rockwell iso 2039-2 r-scale",property,100.0,88.0,143.0,,banded (value +/- band)
10435,notched izod (nb),izod notched impact strength,property,nb,,,,exact value only
10439,"seeking gf / mf reinforced grades with tensile modulus 21500mpa, cti plc 4. applicable for auto camera base",tensile modulus,property,21500.0,19350.0,23650.0,mpa,banded (value +/- band)
10439,"seeking gf / mf reinforced grades with tensile modulus 21500mpa, cti plc 4. applicable for auto camera base",comparative tracking index (cti),ul_property,plc 4,,,,exact value only
10448,plc-1 high voltage rate,high voltage arc tracking rate (hvtr),ul_property,plc 1,,,,exact value only
10454,need a pp with a flame rating at a thickness of 1.5 mm and pellet size of 40 pellets/g for a steam bucket,flame rating,ul_sub_property,,,,,categorical / no number
10454,need a pp with a flame rating at a thickness of 1.5 mm and pellet size of 40 pellets/g for a steam bucket,minimum thickness (mm),ul_property,1.5,,,mm,exact value only
10459,mineral v-1 0.9mm thick.,flame rating,ul_sub_property,v-1,,,,exact value only
10459,mineral v-1 0.9mm thick.,minimum thickness (mm),ul_property,0.9,,,mm,exact value only
10464,rtie @ 1.5 of 232,relative thermal index - electrical (rti elec) (°c),ul_sub_property,232.0,208.8,255.2,,banded (value +/- band)
10464,rtie @ 1.5 of 232,minimum thickness (mm),ul_property,1.5,,,mm,exact value only
10490,acrylonitrile-butadiene-styrene for emergency charger cable for electric vehicle (ev) with izod impact strength notch <149,izod notched impact strength,property,149.0,,149.0,,open upper (<= max)
