idx,query,n_chars,n_words,n_entities_populated,entities_populated,GRADE,APPLICATION,BRAND,POLYMER,PROPERTY,FILLER,FEATURE,PROCESSING,DELIVERY_FORM,COMPETITOR_GRADE,AUTO_CERT,RAILWAY_CERT,WATER_CERT,NSF_CERT,INDUSTRY,REGION,prop_count,filler_names,filler_total_load,prop1_name,prop1_type,prop1_value,prop1_min,prop1_max,prop1_unit
10574,looking for 83fm00a70 neutro,28,4,1,GRADE,83fm00a70 neutro,,,,,,,,,,,,,,,,0,,,,,,,,
10575,alternative to akulon m-1016,28,4,1,COMPETITOR_GRADE,,,,,,,,,,akulon m-1016,,,,,,,0,,,,,,,,
10576,eco arx h gf50 bk 9005 material,31,7,1,GRADE,eco arx h gf50 bk 9005,,,,,,,,,,,,,,,,0,,,,,,,,
10577,ept,3,1,0,,,,,,,,,,,,,,,,,,0,,,,,,,,
10578,domamid 6lvg30,14,2,1,COMPETITOR_GRADE,,,,,,,,,,domamid 6lvg30,,,,,,,0,,,,,,,,
10579,rtp 4083 ar 10 tfe 15 si 2,26,8,1,COMPETITOR_GRADE,,,,,,,,,,rtp 4083 ar 10 tfe 15 si 2,,,,,,,0,,,,,,,,
10580,lm zyt obtainable in tunisia,28,5,3,"BRAND,FEATURE,REGION",,,zytel,,,,laser markable,,,,,,,,,europe middle east africa,0,,,,,,,,
10581,"micropowder, nsf 42",19,3,2,"DELIVERY_FORM,NSF_CERT",,,,,,,,,micropowder,,,,,nsf 42,,,0,,,,,,,,
10582,cnl b3 hh gf35 nc 1102/ha,25,6,1,GRADE,cnl b3 hh gf35 nc 1102/ha,,,,,,,,,,,,,,,,0,,,,,,,,
10583,alternative for duracon tw-31,29,4,1,COMPETITOR_GRADE,,,,,,,,,,duracon tw-31,,,,,,,0,,,,,,,,
10584,poly-m-xylylenadipamid long ss fiber + long glass fiber,55,8,2,"POLYMER,FILLER",,,,pamxd6,,"[{""filler_name"": [""long metal fiber"", ""long glass fiber""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",,,,,,,,,,,0,long metal fiber | long glass fiber,,,,,,,
10585,amodel as-1133 hs offset,24,4,1,COMPETITOR_GRADE,,,,,,,,,,amodel as-1133 hs,,,,,,,0,,,,,,,,
10586,eco b hh gf30 eco-r bk 9005,27,7,1,GRADE,eco b hh gf30 eco-r bk 9005,,,,,,,,,,,,,,,,0,,,,,,,,
10587,rtp 152 hf,10,3,1,COMPETITOR_GRADE,,,,,,,,,,rtp 152 hf,,,,,,,0,,,,,,,,
10588,pa6/6 and styrene-ethylene-butadiene-styrene and multi material injection moulding,82,8,2,"POLYMER,PROCESSING",,,,pa66 | sebs,,,,multi injection molding,,,,,,,,,0,,,,,,,,
10589,"good friction in llc, pom",25,5,2,"POLYMER,FEATURE",,,,pom,,,friction,,,,,,,,,,0,,,,,,,,
10590,rilsan besn black p210 tl offset,32,6,1,COMPETITOR_GRADE,,,,,,,,,,rilsan besn black p210 tl,,,,,,,0,,,,,,,,
10591,offset to vydyne r550h nt0687,29,5,1,COMPETITOR_GRADE,,,,,,,,,,vydyne r550h nt0687,,,,,,,0,,,,,,,,
10592,offset to sabic stamax 30yk270ee,32,5,1,COMPETITOR_GRADE,,,,,,,,,,sabic stamax 30yk270ee,,,,,,,0,,,,,,,,
10593,zytel 70g30,11,2,1,GRADE,zytel 70g30,,,,,,,,,,,,,,,,0,,,,,,,,
10594,offset for pelprenep80c,23,3,1,COMPETITOR_GRADE,,,,,,,,,,pelprenep80c,,,,,,,0,,,,,,,,
10595,i want an offset to rilsan besno tl nb for slovakia,51,11,2,"COMPETITOR_GRADE,REGION",,,,,,,,,,rilsan besno tl nb,,,,,,europe middle east africa,0,,,,,,,,
10596,need a grade with a gwf index at 0.5 of 864 °c,46,12,1,PROPERTY,,,,,"[{""property_name"": ""glow wire flammability index"", ""modifier"": {""value"": ""864.0"", ""min"": ""777.6"", ""max"": ""950.4"", ""unit"": ""°c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.5"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,glow wire flammability index,ul_sub_property,864.0,777.6,950.4,°c
10597,new zealand approved food grade ta,34,6,2,"BRAND,REGION",,,tarnoform,,,,,,,,,,,,,asia pacific,0,,,,,,,,
10598,radistrong a rv600w 333 bk,26,5,1,COMPETITOR_GRADE,,,,,,,,,,radistrong a rv600w 333 bk,,,,,,,0,,,,,,,,
10599,need a grade with a dielectric strength = 10 in the vicinity of 15%,67,14,1,PROPERTY,,,,,"[{""property_name"": ""dielectric strength"", ""modifier"": {""value"": ""10.0"", ""min"": ""8.5"", ""max"": ""11.5"", ""unit"": """"}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,1,,,dielectric strength,ul_property,10.0,8.5,11.5,
10600,total rppc35gr,14,2,1,COMPETITOR_GRADE,,,,,,,,,,total rppc35gr,,,,,,,0,,,,,,,,
10601,celcon uv270z - cst grade,25,5,1,GRADE,celcon uv270z - cst,,,,,,,,,,,,,,,,0,,,,,,,,
10602,nb charpy,9,2,1,PROPERTY,,,,,"[{""property_name"": ""charpy"", ""modifier"": {""value"": ""nb"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,charpy,property,nb,,,
10603,general motors (gm) - gmw16657p pom bentley - vw 50134 pa6-10-a,63,11,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""general motors (gm)"", ""certs"": [""gmw16657p pom""]}, {""oem"": ""vw group"", ""certs"": [""vw 50134 pa6-10-a""]}]",,,,,,0,,,,,,,,
10604,lcp with tensile strain at break > 4%,37,8,2,"POLYMER,PROPERTY",,,,lcp,"[{""property_name"": ""tensile strain at break"", ""modifier"": {""value"": ""4.0"", ""min"": ""4.0"", ""max"": null, ""unit"": ""%""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,tensile strain at break,property,4.0,4.0,,%
10605,sp 521000a92 neutro,19,3,1,GRADE,sp 521000a92 neutro,,,,,,,,,,,,,,,,0,,,,,,,,
10606,looking for coolpoly e3629,26,4,1,GRADE,coolpoly e3629,,,,,,,,,,,,,,,,0,,,,,,,,
10607,pa6 gf35,8,2,2,"POLYMER,FILLER",,,,pa6,,"[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""35"", ""min"": ""30"", ""max"": ""40""}}]",,,,,,,,,,,0,glass fiber,35,,,,,,
10608,vamc nsf 61 at 82 celsius,25,6,2,"BRAND,WATER_CERT",,,vamac,,,,,,,,,,"[{""standard"": ""nsf 61"", ""temp"": [""82""]}]",,,,0,,,,,,,,
10609,nylon 6-10 dielectric dissipation 1mhz close to 120 pa 6-10,59,10,2,"POLYMER,PROPERTY",,,,pa610,"[{""property_name"": ""dissipation factor iec 62631-2-1 1mhz (e-4)"", ""modifier"": {""value"": ""120.0"", ""min"": ""108.0"", ""max"": ""132.0"", ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,dissipation factor iec 62631-2-1 1mhz (e-4),property,120.0,108.0,132.0,
10610,recommend a pa6 gf30 with high heat properties in color black,61,11,3,"POLYMER,FILLER,FEATURE",,,,pa6,,"[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""30"", ""min"": ""25"", ""max"": ""35""}}]",heat stabilized or stable to heat,,,,,,,,,,0,glass fiber,30,,,,,,
10611,nsf 61 at 23 degree celsius certified,37,7,1,WATER_CERT,,,,,,,,,,,,,"[{""standard"": ""nsf 61"", ""temp"": [""23""]}]",,,,0,,,,,,,,
10612,ten imp str 761.0 in the range of 623-849,41,9,1,PROPERTY,,,,,"[{""property_name"": ""tensile impact strength"", ""modifier"": {""value"": ""761.0"", ""min"": ""623.0"", ""max"": ""849.0"", ""unit"": """"}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,1,,,tensile impact strength,ul_property,761.0,623.0,849.0,
10613,qqqqqqqqqqqq,12,1,0,,,,,,,,,,,,,,,,,,0,,,,,,,,
10614,pa temperature >= 300c,22,4,2,"POLYMER,PROPERTY",,,,pa*,"[{""property_name"": ""temperature"", ""modifier"": {""value"": ""300.0"", ""min"": ""300.0"", ""max"": null, ""unit"": ""c""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,temperature,property,300.0,300.0,,c
10615,v 1 3mm thickness,17,4,1,PROPERTY,,,,,"[{""property_name"": ""flame rating"", ""modifier"": {""value"": ""v-1"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""3.0"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,flame rating,ul_sub_property,v-1,,,
10616,vydyne rf007ess,15,2,1,COMPETITOR_GRADE,,,,,,,,,,vydyne rf007ess,,,,,,,0,,,,,,,,
10617,minimum cti 256v dim change between 0.63 to 1.08%,49,9,1,PROPERTY,,,,,"[{""property_name"": ""comparative tracking index (cti)"", ""modifier"": {""value"": ""256.0"", ""min"": ""256.0"", ""max"": null, ""unit"": ""v""}, ""property_type"": ""ul_property""}, {""property_name"": ""dimensional change"", ""modifier"": {""value"": ""0.63"", ""min"": ""0.63"", ""max"": ""1.08"", ""unit"": ""%""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,comparative tracking index (cti),ul_property,256.0,256.0,,v
10618,moldova,7,1,1,REGION,,,,,,,,,,,,,,,,europe middle east africa,0,,,,,,,,
10619,novamid1015nt8,14,1,1,COMPETITOR_GRADE,,,,,,,,,,novamid1015nt8,,,,,,,0,,,,,,,,
10620,cnl a3 hh bk 9005/z material,28,6,1,GRADE,cnl a3 hh bk 9005/z,,,,,,,,,,,,,,,,0,,,,,,,,
10621,"material for a tailgate protective tube housing, mvr 15cm3 / 10, glass filled",77,13,4,"APPLICATION,PROPERTY,FILLER,INDUSTRY",,tailgate protective tube housing,,,"[{""property_name"": ""melt volume-flow rate iso 1133 (cm³/10min)"", ""modifier"": {""value"": ""15.0"", ""min"": ""13.5"", ""max"": ""16.5"", ""unit"": ""cm3 / 10""}, ""property_type"": ""property""}]","[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",,,,,,,,,automotive & transportation,,1,glass fiber,,melt volume-flow rate iso 1133 (cm³/10min),property,15.0,13.5,16.5,cm3 / 10
10622,rynite 935 eco-r 322 nc010,26,5,1,GRADE,rynite 935 eco-r 322 nc010,,,,,,,,,,,,,,,,0,,,,,,,,
10623,pa 6-12 uv stability,20,4,2,"POLYMER,FEATURE",,,,pa612,,,u.v. stabilized or stable to weather,,,,,,,,,,0,,,,,,,,
10624,alternative to lumid gp2300a(w),31,4,1,COMPETITOR_GRADE,,,,,,,,,,lumid gp2300a(w),,,,,,,0,,,,,,,,
10625,gwit 500 degrees f and gwfi 300 deg c,37,9,1,PROPERTY,,,,,"[{""property_name"": ""glow wire ignition temperature"", ""modifier"": {""value"": ""500.0"", ""min"": ""450.0"", ""max"": ""550.0"", ""unit"": ""degrees f""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""glow wire flammability index"", ""modifier"": {""value"": ""300.0"", ""min"": ""270.0"", ""max"": ""330.0"", ""unit"": ""deg c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,3,,,glow wire ignition temperature,ul_sub_property,500.0,450.0,550.0,degrees f
10626,need low smoke halogen free (lshf) compliance statement,55,8,1,FEATURE,,,,,,,non-halogenated/red phosphorous free flame retardant,,,,,,,,,,0,,,,,,,,
10627,hdpe and wire coating and calenderable,38,6,2,"POLYMER,PROCESSING",,,,pe-hd,,,,extrusion - wire and cable | calendering,,,,,,,,,0,,,,,,,,
10628,pe-hd grade available for rio de janeiro to use in pharma drug delivery,71,13,4,"APPLICATION,POLYMER,INDUSTRY,REGION",,pharma drug delivery,,pe-hd,,,,,,,,,,,medical & pharma,americas,0,,,,,,,,
10629,matrixx 662e0hlbk,17,2,1,COMPETITOR_GRADE,,,,,,,,,,matrixx 662e0hlbk,,,,,,,0,,,,,,,,
10630,rtp 804 tfe 10,14,4,1,COMPETITOR_GRADE,,,,,,,,,,rtp 804 tfe 10,,,,,,,0,,,,,,,,
10631,"nanotube, usp 88 and vamc",25,5,1,BRAND,,,vamac,,,,,,,,,,,,,,0,,,,,,,,
10632,alternative for staramide pf006,31,4,1,COMPETITOR_GRADE,,,,,,,,,,staramide pf006,,,,,,,0,,,,,,,,
10633,bosch auto approval n28 bn02-gf122 certifcation,47,6,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""bosch"", ""certs"": [""n28 bn02-gf122""]}]",,,,,,0,,,,,,,,
10634,celcon m90-45h,14,2,1,GRADE,celcon m90-45h,,,,,,,,,,,,,,,,0,,,,,,,,
10635,offset to grivorygvx-65hblack9915,33,3,1,COMPETITOR_GRADE,,,,,,,,,,grivorygvx-65hblack9915,,,,,,,0,,,,,,,,
10636,fo skx-774 grade,16,3,1,GRADE,fo skx-774,,,,,,,,,,,,,,,,0,,,,,,,,
10637,en16421 and acs at 85c,22,5,1,WATER_CERT,,,,,,,,,,,,,"[{""standard"": ""en16421"", ""temp"": [""all""]}, {""standard"": ""acs"", ""temp"": [""85""]}]",,,,0,,,,,,,,
10638,material with load of 68 with range 14%,39,8,1,FILLER,,,,,,"[{""total_load"": {""value"": ""68"", ""min"": ""54"", ""max"": ""82""}}]",,,,,,,,,,,0,,68,,,,,,
10639,avalon 80 ab offset,19,4,1,COMPETITOR_GRADE,,,,,,,,,,avalon 80 ab,,,,,,,0,,,,,,,,
10640,"nsf 42, flameretardent",22,3,2,"FEATURE,NSF_CERT",,,,,,,flame retardant,,,,,,,nsf 42,,,0,,,,,,,,
10641,materials with combined load <51 long metal fibre glass fiber,61,10,1,FILLER,,,,,,"[{""filler_name"": [""long metal fiber"", ""glass fiber""]}, {""total_load"": {""value"": ""51"", ""min"": null, ""max"": ""51""}}]",,,,,,,,,,,0,long metal fiber | glass fiber,51,,,,,,
10642,gur 4170 eco-b,14,3,1,GRADE,gur 4170 eco-b,,,,,,,,,,,,,,,,0,,,,,,,,
10643,stellantis-chrysler nsf 61 at 60°c,34,5,2,"AUTO_CERT,WATER_CERT",,,,,,,,,,,"[{""oem"": ""stellantis-chrysler"", ""certs"": [""all""]}]",,"[{""standard"": ""nsf 61"", ""temp"": [""60""]}]",,,,0,,,,,,,,
10644,vicatsofteningtemperature=102°c good lasermarkable gf 18 and mineral 17% tear strength (lowest),95,11,3,"PROPERTY,FILLER,FEATURE",,,,,"[{""property_name"": ""vicat softening temperature"", ""modifier"": {""value"": ""102.0"", ""min"": ""91.8"", ""max"": ""112.2"", ""unit"": ""°c""}, ""property_type"": ""property""}, {""property_name"": ""tear strength iso 34-1 normal (kn/m)"", ""modifier"": {""value"": ""lowest"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]","[{""filler_name"": [""glass fiber"", ""mineral""]}, {""total_load"": {""value"": ""35"", ""min"": ""30"", ""max"": ""40""}}]",laser markable,,,,,,,,,,2,glass fiber | mineral,35,vicat softening temperature,property,102.0,91.8,112.2,°c
10645,celanyl a3 j gf15 bk 9005/u,27,6,1,GRADE,celanyl a3 j gf15 bk 9005/u,,,,,,,,,,,,,,,,0,,,,,,,,
10646,vydyne r535j bk0701,19,3,1,COMPETITOR_GRADE,,,,,,,,,,vydyne r535j bk0701,,,,,,,0,,,,,,,,
10647,rtp 700 uv,10,3,1,COMPETITOR_GRADE,,,,,,,,,,rtp 700 uv,,,,,,,0,,,,,,,,
10648,cs lft ol and total content of 25,33,8,2,"BRAND,FILLER",,,celstran | omnilon,,,"[{""total_load"": {""value"": ""25"", ""min"": ""20"", ""max"": ""30""}}]",,,,,,,,,,,0,,25,,,,,,
10649,pocan t7323 000000,18,3,1,COMPETITOR_GRADE,,,,,,,,,,pocan t7323 000000,,,,,,,0,,,,,,,,
10650,relative permittivity at 1mhz = 5.38 around 20% margin pom,58,10,2,"POLYMER,PROPERTY",,,,pom,"[{""property_name"": ""relative permittivity iec 62631-2-1 1mhz"", ""modifier"": {""value"": ""5.38"", ""min"": ""4.3"", ""max"": ""6.46"", ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,relative permittivity iec 62631-2-1 1mhz,property,5.38,4.3,6.46,
10651,offset for apilon 52 de 25,26,6,1,COMPETITOR_GRADE,,,,,,,,,,apilon 52 de 25,,,,,,,0,,,,,,,,
10652,lft fda approved grades,23,4,1,BRAND,,,celstran,,,,,,,,,,,,,,0,,,,,,,,
10653,vampter 0023 v0,15,3,1,COMPETITOR_GRADE,,,,,,,,,,vampter 0023 v0,,,,,,,0,,,,,,,,
10654,"what lft has 30% long glass fiber, meets gmw15890p-pp-gf30e and is used in auto seat head cover box",99,18,5,"APPLICATION,BRAND,FILLER,AUTO_CERT,INDUSTRY",,auto seat head cover box,celstran,,,"[{""filler_name"": [""long glass fiber""]}, {""total_load"": {""value"": ""30"", ""min"": ""25"", ""max"": ""35""}}]",,,,,"[{""oem"": ""general motors (gm)"", ""certs"": [""gmw15890p-pp-gf30e""]}]",,,,automotive & transportation,,0,long glass fiber,30,,,,,,
10655,looking for ecobhd8gy7035/2,27,3,1,GRADE,ecobhd8gy7035/2,,,,,,,,,,,,,,,,0,,,,,,,,
10656,alternative for grilon ag-30 lf 15 black 9832,45,8,1,COMPETITOR_GRADE,,,,,,,,,,grilon ag-30 lf 15 black 9832,,,,,,,0,,,,,,,,
10657,comparative tracking (plc4) hvtr of plc0,40,6,1,PROPERTY,,,,,"[{""property_name"": ""comparative tracking index (cti)"", ""modifier"": {""value"": ""plc 4"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_property""}, {""property_name"": ""high voltage arc tracking rate (hvtr)"", ""modifier"": {""value"": ""plc 0"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,comparative tracking index (cti),ul_property,plc 4,,,
10658,pa610 22% geolast,17,3,3,"BRAND,POLYMER,FILLER",,,geolast,pa610,,"[{""total_load"": {""value"": ""22"", ""min"": ""17"", ""max"": ""27""}}]",,,,,,,,,,,0,,22,,,,,,
10659,relative thermal index - electrical (rti elec) of approximately 115°c cross-link,80,11,1,PROPERTY,,,,,"[{""property_name"": ""relative thermal index - electrical (rti elec) (°c)"", ""modifier"": {""value"": ""115.0"", ""min"": ""103.5"", ""max"": ""126.5"", ""unit"": ""°c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,relative thermal index - electrical (rti elec) (°c),ul_sub_property,115.0,103.5,126.5,°c
10660,nsf 51 daimler,14,3,2,"AUTO_CERT,NSF_CERT",,,,,,,,,,,"[{""oem"": ""mercedes-benz"", ""certs"": [""all""]}]",,,nsf 51,,,0,,,,,,,,
10661,"pip, nylon, ydrophilic",22,3,3,"BRAND,POLYMER,FEATURE",,,pipelon,pa*,,,hydrophilic,,,,,,,,,,0,,,,,,,,
10662,duranex 407ep-1,15,2,1,COMPETITOR_GRADE,,,,,,,,,,duranex 407ep-1,,,,,,,0,,,,,,,,
10663,combined load of 35% having glass/min filler,44,7,1,FILLER,,,,,,"[{""filler_name"": [""glass fiber"", ""mineral""]}, {""total_load"": {""value"": ""35"", ""min"": ""30"", ""max"": ""40""}}]",,,,,,,,,,,0,glass fiber | mineral,35,,,,,,
10664,domamid66g20 offset,19,2,1,COMPETITOR_GRADE,,,,,,,,,,domamid66g20,,,,,,,0,,,,,,,,
10665,can you recommend a emissons total content less than 54% umpe grade that is approved for sliding for farm machine,113,20,5,"APPLICATION,POLYMER,FILLER,FEATURE,INDUSTRY",,sliding for farm machine,,pe-uhmw,,"[{""total_load"": {""value"": ""54"", ""min"": null, ""max"": ""54""}}]",low emissions,,,,,,,,industrial,,0,,54,,,,,,
10666,tpv shore a 80 uv resistant,27,6,3,"POLYMER,PROPERTY,FEATURE",,,,tpv,"[{""property_name"": ""shore a hardness iso 48-4 / iso 868 15s"", ""modifier"": {""value"": ""80.0"", ""min"": ""72.0"", ""max"": ""88.0"", ""unit"": """"}, ""property_type"": ""property""}]",,u.v. stabilized or stable to weather,,,,,,,,,,1,,,shore a hardness iso 48-4 / iso 868 15s,property,80.0,72.0,88.0,
10667,alcom pa66 910/1.1 cf20,23,4,1,COMPETITOR_GRADE,,,,,,,,,,alcom pa66 910/1.1 cf20,,,,,,,0,,,,,,,,
10668,cnl b2 w gf20 nc 1102/1,23,6,1,GRADE,cnl b2 w gf20 nc 1102/1,,,,,,,,,,,,,,,,0,,,,,,,,
10669,celstranlftpa66-gf40-10,23,1,1,GRADE,celstranlftpa66-gf40-10,,,,,,,,,,,,,,,,0,,,,,,,,
10670,lnp thermotuf compound vx99810,30,4,1,COMPETITOR_GRADE,,,,,,,,,,lnp thermotuf compound vx99810,,,,,,,0,,,,,,,,
10671,what hostaform grades are suitable for safety restraint?,56,8,2,"APPLICATION,BRAND",,safety restraint,hostaform,,,,,,,,,,,,,,0,,,,,,,,
10672,organic fiber carbon powder 42 with range 18 shock resistance thermal conductivity iso 22007 2 flow w m k =average average molecular weight margolies' equation (g/mol) (3.96e+06 g/mol),184,28,3,"PROPERTY,FILLER,FEATURE",,,,,"[{""property_name"": ""average molecular weight margolies' equation (g/mol)"", ""modifier"": {""value"": ""3.96e+06"", ""min"": ""3.56e+06"", ""max"": ""4.35e+06"", ""unit"": ""g/mol""}, ""property_type"": ""property""}, {""property_name"": ""thermal conductivity iso 22007-2 flow (w/(m k))"", ""modifier"": {""value"": ""average"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]","[{""filler_name"": [""natural organic fiber"", ""carbon powder""]}, {""total_load"": {""value"": ""42"", ""min"": ""24"", ""max"": ""60""}}]",thermal shock resistant,,,,,,,,,,2,natural organic fiber | carbon powder,42,average molecular weight margolies' equation (g/mol),property,3.96e+06,3.56e+06,4.35e+06,g/mol
10673,nylon 6/10 long ss fiber or long carbon fiber tribology,55,10,3,"POLYMER,FILLER,FEATURE",,,,pa610,,"[{""filler_name"": [""long metal fiber"", ""long carbon fiber""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",low wear / low friction,,,,,,,,,,0,long metal fiber | long carbon fiber,,,,,,,
10674,qcp expp 163a 1111,18,4,1,COMPETITOR_GRADE,,,,,,,,,,qcp expp 163a 1111,,,,,,,0,,,,,,,,
10675,edgetek sf-40cf/000,19,2,1,COMPETITOR_GRADE,,,,,,,,,,edgetek sf-40cf/000,,,,,,,0,,,,,,,,
10676,vw 50136-pbt-7-a vw group,25,4,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""vw group"", ""certs"": [""vw 50136-pbt-7-a""]}]",,,,,,0,,,,,,,,
10677,vectra e130g,12,2,1,GRADE,vectra e130g,,,,,,,,,,,,,,,,0,,,,,,,,
10678,alternative to eastar gn120,27,4,1,COMPETITOR_GRADE,,,,,,,,,,eastar gn120,,,,,,,0,,,,,,,,
10679,stp 8191-55b100,15,2,1,GRADE,stp 8191-55b100,,,,,,,,,,,,,,,,0,,,,,,,,
10680,long metal fiber in cope,24,5,2,"POLYMER,FILLER",,,,tpc,,"[{""filler_name"": [""long metal fiber""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",,,,,,,,,,,0,long metal fiber,,,,,,,
10681,strong mp or mfi or excellent shore d and ball indentation hardness,67,12,1,PROPERTY,,,,,"[{""property_name"": ""melting temperature iso 11357-1/-3 10°c/min (°c)"", ""modifier"": {""value"": ""strong"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""melt mass-flow rate iso 1133 (g/10min)"", ""modifier"": {""value"": ""strong"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""shore d hardness iso 48-4 / iso 868 15s"", ""modifier"": {""value"": ""excellent"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""ball indentation hardness iso 2039-1 h 358/30 (mpa)"", ""modifier"": {""value"": ""excellent"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,4,,,melting temperature iso 11357-1/-3 10°c/min (°c),property,strong,,,
10682,celanez for engine cover,24,4,3,"APPLICATION,BRAND,INDUSTRY",,engine cover,celanex,,,,,,,,,,,,automotive & transportation,,0,,,,,,,,
10683,"nsf 61, wras 60 degrees, r22 - hl2 (en 45545-2), gmw17599ppa612gf35 certifications",82,12,4,"AUTO_CERT,RAILWAY_CERT,WATER_CERT,NSF_CERT",,,,,,,,,,,"[{""oem"": ""general motors (gm)"", ""certs"": [""gmw17599ppa612gf35""]}]","[{""standard"": ""en 45545-2"", ""hazard_level"": [""hl2""], ""req_set"": [""r22""]}]","[{""standard"": ""wras"", ""temp"": [""60""]}]",nsf 61,,,0,,,,,,,,
10684,liquid crystal polymers,23,3,1,POLYMER,,,,lcp,,,,,,,,,,,,,0,,,,,,,,
10685,"part for power electronics insulation, pellet",45,6,3,"APPLICATION,DELIVERY_FORM,INDUSTRY",,part for power electronics insulation,,,,,,,pellets,,,,,,electrical & electronics,,0,,,,,,,,
10686,tds zytel htn,13,3,1,GRADE,zytel htn,,,,,,,,,,,,,,,,0,,,,,,,,
10687,pf l10 gf/30 bianco 0071 x1 material,36,7,1,GRADE,pf l10 gf/30 bianco 0071 x1,,,,,,,,,,,,,,,,0,,,,,,,,
10688,need to find grades with a tensile modulus of 3000 mp,53,11,1,PROPERTY,,,,,"[{""property_name"": ""tensile modulus"", ""modifier"": {""value"": ""3000.0"", ""min"": ""2700.0"", ""max"": ""3300.0"", ""unit"": ""mp""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,tensile modulus,property,3000.0,2700.0,3300.0,mp
10689,looking for celstranlftpp-gf30-0501,35,3,1,GRADE,celstranlftpp-gf30-0501,,,,,,,,,,,,,,,,0,,,,,,,,
10690,tm extends from 1700mpa to 2500mpa,34,6,1,PROPERTY,,,,,"[{""property_name"": ""tensile modulus"", ""modifier"": {""value"": ""1700.0"", ""min"": ""1700.0"", ""max"": ""2500.0"", ""unit"": ""mpa""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,tensile modulus,property,1700.0,1700.0,2500.0,mpa
10691,offset for vydyner535hbk02,26,3,1,COMPETITOR_GRADE,,,,,,,,,,vydyner535hbk02,,,,,,,0,,,,,,,,
10692,"impact modified, rotomolding",28,3,2,"FEATURE,PROCESSING",,,,,,,high impact or impact modified,rotational molding,,,,,,,,,0,,,,,,,,
10693,jf0328 md / natural organic fiber,33,6,2,"FILLER,AUTO_CERT",,,,,,"[{""filler_name"": [""mineral"", ""natural organic fiber""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",,,,,"[{""oem"": ""faw group"", ""certs"": [""jf0328""]}]",,,,,,0,mineral | natural organic fiber,,,,,,,
