idx,query,filler_names,load_value,load_min,load_max
33808,"longcarbonfiber, natural organic fiber with 83 load carbon footprint normal linear thermal expansion: low tangent delta at 1mhz 4197 of -/+25% range",long carbon fiber | natural organic fiber,83,78,88
33828,excellent u.v. stabilized limiting oxygen = highest and tangent delta at 1mhz more than or eaual to 2587 with gb greater than 72%,glass beads,,72,
33829,looking for a tpe mf + metal with a (33.79),mineral | metal,,,
33835,grades with ss,metal,,,
33837,td and aramid fiber with full load 74% plating grade pa6/10,mineral | aramid fiber,74,69,79
33843,laf glass beads load at least 52% materials,long aramid fiber | glass beads,,52,
33845,"cd, long carbon fiber glow-wire flammability index more than 690 Ã‚Â°c",carbon powder | long carbon fiber,,,
33850,aramide reinforced stable to light acetal,aramid fiber,,,
33856,"pa6,12 gr carbonfiber >66",glass fiber | carbon fiber,,66,
33859,md long glass fiber 60% with 23% range changan,mineral | long glass fiber,60,37,83
33861,22% carbon fibre 21% carbon powder improved creep styrene-ethylene-butadiene-styrene,carbon fiber | carbon powder,43,38,48
33871,filler load max 62% oxidation,,,,62
33874,cra fa and laf mineral range 29 to 65%,long aramid fiber | mineral,,29,65
33875,materials with lgf,long glass fiber,,,
33884,hb-40 @ 1mm combined fill less than 89,,,,89
33888,long metal fibre relative thermal index - electrical (rti elec) @ 6 of 193,long metal fiber,,,
33907,total content at least 33% carbonfiber emissions polycarbonate,carbon fiber,,33,
33912,total load of 45 with +/-16% in pa 6t-66,,45,29,61
33916,material with non filler,unfilled,,,
33922,healthcare nylon 6t/66 without glass fiber,unfilled,,,
33930,pa6-6 total filler load of 25% - 71%,,,25,71
33948,cf combined fill 60 with range 14% materials,carbon fiber,60,46,74
33962,"fortron, ateva, combined fill of 18% - 60%",,,18,60
33965,long aramid fibre full load less than 90% pvdf,long aramid fiber,,,90
33980,compel talcoprene and combined load of 44 - 90,,,44,90
33983,"looking for a nylon 6t,6i cft, glass beads with sr - 1.24e+17",long glass fiber | glass beads,,,
33984,gs greater than 38 cpn 2508 ms.50017,glass flake,,38,
33994,aem total filler load upto 59 carbon powder long carbon fiber with heat resistance,carbon powder | long carbon fiber,,,59
33996,load 35% dbl5408 24 pa6 gf15 daimler mercedes-benz group,,35,30,40
34005,polycyclohexylenedimethylene terephthalate total content less than 71% cd glassbeads,carbon powder | glass beads,,,71
34006,combined fill <62 ss glassfiber,metal | glass fiber,,,62
34012,"68 total load visual fx polyamide 10,10",,68,63,73
34032,laf glass fiber max 73 water resistnce polyoxymethylene (acetal),long aramid fiber | glass fiber,,,73
34047,steel fiber total filler load 38 with range 15% dbl5408 daimler-benz,metal,38,23,53
34050,cf and aramidfiber with range of 21 - 59 gs93016 pa66 gf25 bmw,carbon fiber | aramid fiber,,21,59
34062,can you recommend a chemical resistant filler load 2 to 58 nylon 6t/xt grade that is approved for air duct bracket for automotive & transportation,,,2,58
34067,continuous fiber vw 50133,long glass fiber,,,
34069,load >84,,,84,
34073,af filler load <67 rti-i - 84 between 49 and 104,aramid fiber,,,67
34074,whisker combined load upto 37% selar available in apac,whisker,,,37
34101,total load max 85 sf relative thermal index electrical > 87,metal,,,85
34105,hydrophilic styrene-maleic anhydride full load upto 45,,,,45
34125,"continuous fiber 19 / long metal fiber 10 lowwarp pa6t,6i",long glass fiber | long metal fiber,29,24,34
34146,lcf / whisker in pa6/6,long carbon fiber | whisker,,,
34152,looking for a pa6/10 total load greater than 87% with 188.85 mi,,,87,
34188,load >77 silicone replacement,,,77,
34207,cecopoly pibifor gf mineral upto 55,glass fiber | mineral,,,55
34237,sf filler load upto 31% stellantis-chrysler,metal,,,31
34239,combined load greater than 51 polyamide 10/10,,,51,
34262,nylon 6t-6i gs less than 72% tough,glass flake,,,72
34289,"nylon 6t,66 cfrgf min 57",cfr-gf,,57,
34293,gmw17577p-pa6-t2 general motors (gm) filler load of 52 with range +/-10,,52,42,62
34298,glass fibre combined load of 51 with range 23% abrasion resistant nylon 6/12,glass fiber,51,28,74
34309,gb or metal dbl5420.00 pbt-gf30,glass beads | metal,,,
34330,looking for a umpe without glass with dtul-131,unfilled,,,
34332,md full load of 38 - 84 anti thermal shock pehd,mineral,,38,84
34338,relative thermal index - electrical (rti elec) (Ã‚Â°c) 51 Ã‚Â°c at 6mm combined fill less than 73 laf,long aramid fiber,,,73
34356,"pa66/6 mf, metal nhfr",mineral | metal,,,
34362,cd ol available in asia pacific,carbon powder,,,
34368,material with teflon filler load of 79,,79,74,84
34374,a nylon 6/6 with md 50 with +/-11 range,mineral,50,39,61
34375,"cn, im, carbon fibre",carbon fiber,,,
34386,"stainless steel fiber, 70 in pa 66/6",metal,70,65,75
34400,ateva vitaldose and total content >50,,,50,
34402,laf ms220-31 type a1 hyundai,long aramid fiber,,,
34404,material with pa66/6t 43 md 16 glass fiber,mineral | glass fiber,59,54,64
34416,pa 6/6 glass reinforcement total load range 35 to 47 with good solar resistance,glass fiber,,35,47
34427,total load <59 polyetheretherketone,,,,59
34435,laf,long aramid fiber,,,
34444,forprene vitaldose long aramid fibre and long metal fiber,long aramid fiber | long metal fiber,,,
34459,full load greater than 39,,,39,
34496,"oc, im, total fill >37%",,,37,
34504,lt non filled,unfilled,,,
34508,grades with cft and carbon fiber,long glass fiber | carbon fiber,,,
34514,daimler mercedes-benz group long metal fiber long carbon fiber with 98% total filler load,long metal fiber | long carbon fiber,98,93,103
34527,materials with carbon powder,carbon powder,,,
34545,cft long carbon fiber at least 93 ford,long glass fiber | long carbon fiber,,93,
34549,"minlon, forflex, longcarbonfibre",long carbon fiber,,,
34568,without glass fiber fda compliant,unfilled,,,
34594,materials with 33 gf 27% long carbon fiber,glass fiber | long carbon fiber,60,55,65
34621,"glass beads, long carbon fiber with 46% total fill drug master file",glass beads | long carbon fiber,46,41,51
34622,gf cfr 21,glass fiber,,,
34623,anti thermal shock total fill less than 90 gr metal,glass fiber | metal,,,90
34649,cfr/cf and carbon fiber with total fill 92% high-current ignition plc-4,cfr-cf | carbon fiber,92,87,97
34657,"fibreglass carbon fiber filler load min 69 nylon 66,6",glass fiber | carbon fiber,,69,
34675,polyamide 6 non filler,unfilled,,,
34681,cd <56 glow wire <552 Ã‚Â°c,carbon powder,,,56
34684,filler load <56 lgf absorbent sbs,long glass fiber,,,56
34721,60% combined load hydrophilcity nylon 66/6,,60,55,65
34725,material with without fill,unfilled,,,
34731,cpn4818ms.50017 load of 89%,,89,84,94
34739,long metal fiber whisker range 32 to 58 tesla,long metal fiber | whisker,,32,58
34740,without filler honda,unfilled,,,
34755,pa 66-6 without filled with good low wear,unfilled,,,
34774,gr and longmetalfiber with 97% total fill materials,glass fiber | long metal fiber,97,92,102
34781,highvisc lcpa gb filler load of 27 - 49,glass beads,,27,49
34786,acid resistant lgf metal 32 to 46,long glass fiber | metal,,32,46
34797,looking for a olefinic thermoplastic elastomer load <41% with mp=274,,,,41
34807,md long metal fiber filler load less than 18% ford,mineral | long metal fiber,,,18
34808,ms-ar-100 bgv lgf 8% to 68%,long glass fiber,,8,68
34811,amcel compel 41% md 15% glass fiber,mineral | glass fiber,56,51,61
34815,tyd13f050043 lgf full load >37,long glass fiber,,37,
34821,material with pa6i/6t whisker total load of 46 with +/-25% range,whisker,46,21,71
34826,polyamide 666 sf max 31,metal,,,31
34832,"cd + natural organic fiber non-halogenated/red phosphorous free flame retardant nylon 6,10",carbon powder | natural organic fiber,,,
34836,reinforced lasermarkable poly(vinylidene fluoride),glass fiber,,,
34842,grades with carbon + long glass fiber,carbon | long glass fiber,,,
34843,not filled in aem,unfilled,,,
34847,full load at least 25 uv resistent pa6t-6i,,,25,
34850,gmw15825p tpv epdm pp type 6 general motors (gm) glas fiber or metal,glass fiber | metal,,,
34858,nylon 6-12 combined load <17% gs long glass fiber with easy flow,glass flake | long glass fiber,,,17
34865,69 total filler load cpn 2576 ms db 448,,69,64,74
34866,carbon filled 36 and carbon powder 35 55248-02 emp70 stellantis-fca group,carbon fiber | carbon powder,71,66,76
34871,ccu fibre glass whisker at least 61%,glass fiber | whisker,,61,
34876,materials with 7 ss fiber 36 carbon powder,metal | carbon powder,43,38,48
34882,grades with combined fill of 23,,23,18,28
34899,5524802emp60 stellantis-fca group lgf 81carbon powder,long glass fiber | carbon powder,81,76,86
34905,impact grade mineral + longglassfiber,mineral | long glass fiber,,,
34928,lgf heat resistance tpv,long glass fiber,,,
34935,"a pa 6,12 with cf",carbon fiber,,,
34937,materials with combined load upto 54,,,,54
34939,cs cl mineral 40 with +/-14 range,mineral,40,26,54
34946,avoid static gs 75,glass flake,75,70,80
34961,md iso 14067 pp epdm,mineral,,,
34968,without glass fiber cecopoly available in europe,unfilled,,,
34971,grades with no load,unfilled,,,
34995,can you recommend a lead-free reflow solderable glass fibre total fill greater than 38 ptt grade that is approved for passenger wagon interior components,glass fiber,,38,
35001,semi aromatic polyamide mf + carbon fiber with good lt,mineral | carbon fiber,,,
35005,looking for a nylon 6t/xt short fibre 18 to 44 with mfi: 208.08,glass fiber,,18,44
35024,pa66-6t total fill of 96% laser marking,,96,91,101
35037,af robotic extrusion,aramid fiber,,,
35053,material with polyphenylene sulphide md long carbon fiber full load max 78,mineral | long carbon fiber,,,78
35086,full load <58,,,,58
35100,ld-pe combined load >51,,,51,
35104,aramid fiber >33,aramid fiber,,33,
35134,36 filler load ms211-47 type a-2-3 hyundai,,36,31,41
35146,mf in the range of 30 - 54 release polytrimethylene terephthalate,mineral,,30,54
35191,looking for a polyethylene terephthalate fiber / natural organic fiber with vr 4.93e+15ohm.m,glass fiber | natural organic fiber,,,
35192,gs long aramid fiber combined load min 33 flammability rating (v 1),glass flake | long aramid fiber,,33,
35195,high density polyethylene no load,unfilled,,,
35212,59%md natural organic fiber rti-s183,mineral | natural organic fiber,59,54,64
35221,gmw17769pppst2 gs / glass beads,glass flake | glass beads,,,
35226,carbon powder hot-wire ignition=plc 1,carbon powder,,,
35231,materials with carbon / metal,carbon | metal,,,
35237,combined load 37 - 69% polyoxymethylene (acetal),,,37,69
35243,"pa 9 laf, 29 glass beads with good plasiciser",long aramid fiber | glass beads,38,33,43
35263,un-filled abistir available in europe,unfilled,,,
35268,combined fill upto 73 reduced goss thermoplastic polyurethane,,,,73
35274,"cd halogen free flame retardant nylon 66,6t",carbon powder,,,
35280,stainless steel grades,metal,,,
35289,gs glass fiber42 gmw17558p-pa612,glass flake | glass fiber,42,37,47
35323,a 6txt with long metal fiber - 50,long metal fiber,50,45,55
35324,grades with long glass fiber,long glass fiber,,,
35329,gr of 46 low halide content thermoplastic copolyester,glass fiber,46,41,51
35334,grades with long carbon fiber long metal fiber 64 with +/-5,long carbon fiber | long metal fiber,64,59,69
35336,ss and whisker biobased polyamide 12,metal | whisker,,,
35342,lgf and mineral range 53 to 75%,long glass fiber | mineral,,53,75
35350,"continuous carbon fiber, 57 fda",continuous carbon fiber,57,52,62
35352,material with ss min 71,metal,,71,
35354,looking for a pa6t-xt 77cd with dtul (130 Ã‚Â°c),carbon powder,77,72,82
35369,ms941-03 type f-5 frv0 without filled,unfilled,,,
35381,pa6t-66 filler load <42 anti-water,,,,42
35398,ss filler load less than 75% lw long chain pa,metal,,,75
35419,cpn 2253 ms-db-400 fibre / longcarbonfiber,glass fiber | long carbon fiber,,,
35422,total load min 73 static dissipative pom,,,73,
35427,39% cfr-gf / 48% aramidfiber hyundai,continuous glass fiber | aramid fiber,87,82,92
35432,polyamide 66 carbon and glass beads with total load 62 plasti,carbon | glass beads,62,57,67
35440,"cp, at, lcf and glass beads total filler load ranging between 15 - 67",long carbon fiber | glass beads,,15,67
35456,aramid fiber long carbon fiber combined fill upto 33%,aramid fiber | long carbon fiber,,,33
35459,cd >75% pet,carbon powder,,75,
35462,without glass fiber omnipro available in europe middle east africa,unfilled,,,
35479,glass beads longaramidfiber49% grades,glass beads | long aramid fiber,49,44,54
35483,thermoplastic rubber vulcanisate combined load greater than 57 fiberglass with anti thermal shock,glass fiber,,57,
35486,lcf aramid fiber combined load upto 74% grades,long carbon fiber | aramid fiber,,,74
35488,natural organic fiber glass fiber 38 with 24 range e140692,natural organic fiber | glass fiber,38,14,62
35493,material with pa 6t-66 load max 51,,,,51
35500,combined load at least 47 pa 66-6,,,47,
35523,grades with gr combined load >52%,glass fiber,,52,
35532,laser direct structurable carbon / longglassfiber,carbon | long glass fiber,,,
35561,polytrimethylene terephthalate continuous carbon fiber and mineral 68% with +/-9% range,continuous carbon fiber | mineral,68,59,77
35594,looking for a pa 6/6 full load greater than 40% glass balls long aramid fiber with tensile strain at failure astm d 3039 m tape 0Ã‚Â° (%) min 1.44,glass beads | long aramid fiber,,40,
35595,filler load >69 lubric pa666,,,69,
35627,looking for a pa 610 long metal fibre and aramidfiber filler load with range of 55 - 75% with mp - 225Ã‚Â°c,long metal fiber | aramid fiber,,55,75
35640,polycarbonate lcf - 55 non-halogenated,long carbon fiber,55,50,60
35647,stainless steel and glassfiber filler load ranging between 45% - 81% materials,metal | glass fiber,,45,81
35667,glass beads filler load upto 62 stirofor available in north america,glass beads,,,62
35668,full load greater than 76 ccu pvdf,,,76,
35672,ub15b 63% total content with short fiber,glass fiber,63,58,68
35677,gmw16459p-pbt-gf30w combined load upto 44%,,,,44
35679,full load max 30 at available in asia pacific,,,,30
35683,iso 14067 total load 36 with range 10%,,36,26,46
35684,"ss, aramidfiber grades",metal | aramid fiber,,,
35691,"gf, aramid fiber acid resistance tpc-et",glass fiber | aramid fiber,,,
35697,general motors (gm) glass beads 41 to 89,glass beads,,41,89
35698,cfr-gf,continuous glass fiber,,,
35716,"cecopoly, nylfor, cd 20% long glass fiber 38%",carbon powder | long glass fiber,58,53,63
35737,material with unreinforced,unfilled,,,
35741,copolyester elastomer md and metal 40 with range 8,mineral | metal,40,32,48
35751,total load max 21 metal carbon powder enhanced gloss pa 6t/66,metal | carbon powder,,,21
35757,total load min 68% dbl5405 06 pom c,,,68,
35768,carbon reinforced in the range of 30 - 50% peld,carbon fiber,,30,50
35779,whisker grades,whisker,,,
35792,polyamide 66-6 total load upto 24 medical grade,,,,24
35822,material with pa 6-10 md natural organic fiber <63%,mineral | natural organic fiber,,,63
35826,gf filler load of 31 with 19% range,glass fiber,31,12,50
35827,looking for a hdpe lgf and carbon powder total fill of 38 - 80 with vr =1.46e+16ohm.m,long glass fiber | carbon powder,,38,80
35841,acid resistance td metal total filler load 32 to 86,mineral | metal,,32,86
35844,can you recommend a lasermarkable fibre glass thermoplastic elastomer grade that is approved for holder for motor generator coil,glass fiber,,,
35845,material with non filled,unfilled,,,
35846,load <40 long metal fibre halogenated ld-pe,long metal fiber,,,40
35848,dbl5409.24pa66gf30 daimler-benz 56sf,metal,56,51,61
35853,glass and whisker combined load of 40 with +/-29% range crosslinking,glass fiber | whisker,40,11,69
35856,material with full load range 44 to 80%,,,44,80
35865,bas-492 baic total fill max 50% stainless steel fiber,metal,,,50
35872,semi aromatic pa total content <57% continuous carbon fiber with appearance,continuous carbon fiber,,,57
35892,longstainlesssteel,long metal fiber,,,
35924,"polyamide 6,10 long aramide fiber glass fiber",long aramid fiber | glass fiber,,,
35926,teflon lcf + longmetalfiber,long carbon fiber | long metal fiber,,,
35933,pipelon polifor long fiberglass glass beads 48% with +/-21% range,long glass fiber | glass beads,48,27,69
35938,"pa 10,10 total filler load of 33% - 69% acid resistant",,,33,69
35943,pa6/12 ss total content min 61 smd solderable,metal,,61,
35966,natural organic fiber gs93016-pbt-gf20 bmw,natural organic fiber,,,
35968,nylon 6t/66 combined fill >53 long steel fiber whisker silicone concentrate,long metal fiber | whisker,,53,
35969,nylon 66-6t sf,metal,,,
35976,polypropylene naturalorganicfiber aramid fiber max 74%,natural organic fiber | aramid fiber,,,74
35986,total content 74 stress-strain,,74,69,79
35992,"looking for a nylon 6t-6i glass beads 12, long glass fiber 45 with puncture energy close to 43",glass beads | long glass fiber,57,52,62
36004,"factor, santoprene, full load <55 fiber long metal fiber",glass fiber | long metal fiber,,,55
36019,olefinic thermoplastic elastomer combined fill of 57% with impact modification,,57,52,62
36023,"a polyamide 66,6 with combined fill max 27 gs long metal fiber",glass flake | long metal fiber,,,27
36027,"looking for a pa 66,6 45 long metal fiber, 36 whisker with flex-4252",long metal fiber | whisker,81,76,86
36028,high current arc ignition - plc 3 ss - 40,metal,40,35,45
36031,pa 6 gr + mineral improved toughness,glass fiber | mineral,,,
36037,gr long metal fiber filler load less than 47 eva,glass fiber | long metal fiber,,,47
36038,without filled materials,unfilled,,,
36051,td total load of 37 with +/-10 q-lia5310050,mineral,37,27,47
36057,cecopoly sofprene md and metal total filler load of 40 with 28 range,mineral | metal,40,12,68
36058,pa10-10 cd + glass beads,carbon powder | glass beads,,,
36060,"cfr-gf hydrolysis pa66,6",continuous glass fiber,,,
36064,md vw group,mineral,,,
36071,can you recommend a light stabilised load 49 - 77% nylon 6-10 grade that is approved for cap for sunroof,,,49,77
36081,can you recommend a anti-chemical laf pa 10/10 grade that is approved for sheath for subsea flexible riser,long aramid fiber,,,
36096,"talcoprene, selar, total load less than 66",,,,66
36098,carbon filled glass beads total filler load less than 50 compatibility,carbon fiber | glass beads,,,50
36105,grades with 86% filler load,,86,81,91
36112,longmetalfibre and aramidfiber 56 with range 27%,long metal fiber | aramid fiber,56,29,83
36126,total content at least 91 glass beads medical/healthcare pa6t,glass beads,,91,
36132,"polyamide 6,10 gs mineral load max 48 with laser direct structuring",glass flake | mineral,,,48
36139,stainless steel fiber 34 with 15% range ms216-03 type b,metal,34,19,49
36166,high density polyethylene full load >55,,,55,
36172,"polyamide 66,6 lgf or whisker solar resistance",long glass fiber | whisker,,,
36173,laf total content 49 to 63 n28 bn02 gf034,long aramid fiber,,49,63
36180,pa66-6 long metal fiber with good not hygroscopic,long metal fiber,,,
36230,lcf combined load of 55 with +/-23% range dbl5408 55 pa66 pa6 gf50,long carbon fiber,55,32,78
36231,ms22005typed hyundai fiberglass and aramidfiber,glass fiber | aramid fiber,,,
36241,cfr-gf and aramid fiber load with range of 55 - 75 polyphenylene sulphide,continuous glass fiber | aramid fiber,,55,75
36253,materials with 61gf,glass fiber,61,56,66
36254,"13 gr, 19 aramid fiber stellantis-chrysler",glass fiber | aramid fiber,32,27,37
36260,grades with ss and carbon powder total fill of 7 - 67,metal | carbon powder,,7,67
36265,"long aramide fiber lead-free reflow solderable nylon 6,10",long aramid fiber,,,
36272,lcf 19% + glass fiber 34% msar100bgv,long carbon fiber | glass fiber,53,48,58
36279,mf or aramid fiber pa 612,mineral | aramid fiber,,,
36280,cf 5% glass beads 45% polyformaldehyde,carbon fiber | glass beads,50,45,55
36286,"looking for a pa6t,xt stainless steel fiber of 49% with loi = 33.19%",metal,49,44,54
36296,gr carbon fiber less than 28 general motors (gm),glass fiber | carbon fiber,,,28
36310,long fibre glass smtc5310020 saic motor,long glass fiber,,,
36327,total filler load 62% grades,,62,57,67
36345,blendfor factor and gb or long carbon fiber,glass beads | long carbon fiber,,,
36354,"tarnoform, coolpoly, 8% glas fiber + 10% long aramid fiber",glass fiber | long aramid fiber,18,13,23
36357,cpn3155ms50017 carbon aramid fiber load >36,carbon | aramid fiber,,36,
36368,"carbon, long aramid fiber",carbon | long aramid fiber,,,
36370,td - 54 umpe,mineral,54,49,59
36378,"minlon, litepol, 49% combined load with cd",carbon powder,49,44,54
36382,neolastÃ¢â€žÂ¢ impet total content of 63 with longmetalfiber,long metal fiber,63,58,68
36386,polypropylene long aramid fiber and carbon powder combined load of 42 with +/-10,long aramid fiber | carbon powder,42,32,52
36393,112rtii total load greater than 51,,,51,
36399,"whisker at least 46 uv stability nylon 6,6",whisker,,46,
36405,polyamide 12 cd,carbon powder,,,
36418,omnicarb blendfor full load at least 44% long steel carbonpowder,long metal fiber | carbon powder,,44,
36457,"celapex sofpur and long ss, mineral with combined fill 94",long metal fiber | mineral,94,89,99
36462,total filler load in the range of 42 - 72% in pa6-12,,,42,72
36467,carbonfiber and glassbeads vw 50134 pa6 2 a vw,carbon fiber | glass beads,,,
36479,fiber glass less than 85 reduce carbon capture nylon 66,glass fiber,,,85
36484,mf,mineral,,,
36486,"total content <66 in pa6,12",,,,66
36493,can you recommend a improved weld line long fiberglass and mineral total fill 21 - 73 pa 66 grade that is approved for bushing in residential heating systems,long glass fiber | mineral,,21,73
36499,"without glass fibre in nylon 6,10",unfilled,,,
36501,"combined fill of 32 with +/-6 acid resistance pa6t,66",,32,26,38
36514,cpn 2327 ms.50017 stellantis-chrysler sf and glassfiber,metal | glass fiber,,,
36527,"pa 66,6t lgf with good visual fx",long glass fiber,,,
36546,48 total filler load with carbon powder hytrel available in europe middle east africa,carbon powder,48,43,53
36551,filler load min 63 glass filled metal cpn 1938 ms.50017,glass fiber | metal,,63,
36574,grades with talc and glass beads,mineral | glass beads,,,
36577,chery fiberglass at least 55%,glass fiber,,55,
36578,low gloss nylon 50 ss / 13 long aramid fiber,metal | long aramid fiber,63,58,68
36588,anti-warp non filler,unfilled,,,
36594,full load >45 fmvss,,,45,
36622,non filled pa6t/6i,unfilled,,,
36652,long stainless steel fiber long carbon fiber max 17%,long metal fiber | long carbon fiber,,,17
36667,combined load greater than 64%,,,64,
36670,liquid - crystalline polymer total content >65 gs with good hydrostable,glass flake,,65,
36681,full load of 33% with lcf and carbon powder dbl5405 05 pa66 gf35 daimler mercedes,long carbon fiber | carbon powder,33,28,38
36687,"elect diss polyamide 6,10 total fill max 63% gf natural organic fiber",glass fiber | natural organic fiber,,,63
36694,total fill 30 gur available in asia,,30,25,35
36697,material with total fill 63,,63,58,68
36711,full load upto 56 visual fx pa 10/10,,,,56
36742,material with polyamide 610 gf63,glass fiber,63,58,68
36744,sofpur compel talc natural organic fiber 69 with +/-26 range,mineral | natural organic fiber,69,43,95
36747,"electro conductive pa6,10 filler load min 57",,,57,
36750,material with carbon powder,carbon powder,,,
36751,polyacetal carbon powder metal load range 53 to 83 with good ultrasonic weldable,carbon powder | metal,,53,83
36755,"fortron, coolpoly, filler load greater than 76",,,76,
36763,"shock resistanc pa 6,12 combined fill upto 87",,,,87
36777,looking for a pa 6/6 total load greater than 43 long steel with izod unnotched impact 209,long metal fiber,,43,
36784,75 total load pa 12,,75,70,80
36786,pa6t-6i un filled halogen free flame retardant,unfilled,,,
36787,"combined load <24 in pa6t,6i",,,,24
36796,fiberglass long aramid fiber upto 65% grades,glass fiber | long aramid fiber,,,65
36797,"nylon 66,6t 8 long fibre glass + 42 long aramid fiber with good thermal shock resistant",long glass fiber | long aramid fiber,50,45,55
36817,material with pa 66-6t 8 gb + 6 glass fiber,glass beads | glass fiber,14,9,19
36845,without glass fibre materials,unfilled,,,
36847,gs aramid fiber total content max 30% polytrimethylene terephthalate,glass flake | aramid fiber,,,30
36856,lcp gs with replacement for aluminum,glass flake,,,
36859,filler load of 68 acetal,,68,63,73
36864,total content greater than 62 carbon flame resistance ca,carbon,,62,
36865,glass fiber filler load 36 to 86 thin wall pe-hd,glass fiber,,36,86
36866,laf glass beads total fill upto 39 uhmw,long aramid fiber | glass beads,,,39
36867,lcf 33 aogen free pa 6,long carbon fiber,33,28,38
36877,"can you recommend a low voc combined load max 53 pa 6,6 grade that is approved for air ducts, hoses & resonators",,,,53
36886,material with aramide fibre glass beads load upto 62,aramid fiber | glass beads,,,62
36897,total load less than 70 grades,,,,70
36911,material with 33 ss 24% glass fiber,metal | glass fiber,57,52,62
36916,pamxd6 ss full load less than 77 stable to weather,metal,,,77
36938,filler load max 80 glass fibre pa6-6,glass fiber,,,80
36947,material with total fill >36 longstainlesssteelfiber,long metal fiber,,36,
36974,"high amp @ 0.5 plc 2 13 whisker, 22 carbon fiber",whisker | carbon fiber,35,30,40
36981,ld-pe not filled with good water resistant,unfilled,,,
36986,gr total content range 27 to 45 lm nylon 666,glass fiber,,27,45
36999,lcf natural organic fiber 50 with +/-6% range light weighting pa10-10,long carbon fiber | natural organic fiber,50,44,56
37003,lgf long metal fiber min 79 grades,long glass fiber | long metal fiber,,79,
37004,can you recommend a healthcare long ss fiber long glass fiber greater than 33 uhmw grade that is approved for beer,long metal fiber | long glass fiber,,33,
37013,cft glow-wire ignition temperature at 2mm of 796,long glass fiber,,,
37014,looking for a copolyester total filler load at least 90 with inplanethermaldiffusivity=8.40e-08,,,90,
37038,"pa6,10 cft with good laser weld",long glass fiber,,,
37054,"fp, hyt, 23 long aramide fibre and 14 natural organic fiber",long aramid fiber | natural organic fiber,37,32,42
37057,can you recommend a low wall 28 ssfiber 29 whisker polybutylene terephthalate grade that is approved for nozzle for paint,metal | whisker,57,52,62
37058,md and natural organic fiber materials,mineral | natural organic fiber,,,
37064,pa 6t/6i non-filler thermal shock resistance,unfilled,,,
37070,58cf,carbon fiber,58,53,63
37072,sofprene factor total load less than 78%,,,,78
37075,material with cf 50 - 82%,carbon fiber,,50,82
37081,looking for a nylon 66 gs total fill >35% with charpy impact strength notch less than 153kj/mÃ‚Â²,glass flake,,35,
37090,"can you recommend a bio-based total load upto 66% polyamide 10,10 grade that is approved for push on bushing for dishwasher",,,,66
37092,pf sp carbon fiber,carbon fiber,,,
37096,grades with md 43 and long metal fiber 38,mineral | long metal fiber,81,76,86
37113,a pa10-10 with fiberglass with total fill 30,glass fiber,30,25,35
37121,material with fiberglass long metal fiber total fill at least 92%,glass fiber | long metal fiber,,92,
37123,"gb, natural organic fiber carbon capture and utilization hmwpe",glass beads | natural organic fiber,,,
37124,copolyester thermoplastic elastomer full load max 42% lowemiss,,,,42
37125,ol fa without filler,unfilled,,,
37130,elvamide fortron af total content <64,aramid fiber,,,64
37132,material with full load less than 54% aramide fiber,aramid fiber,,,54
37140,anti uv hmw-pe combined load 68 with 23 range,,68,45,91
37159,pa6-12 without fill,unfilled,,,
37170,combined fill less than 90%,,,,90
37175,looking for a 6t6i md with normal thermal expansion =246 in the range of 150 to 304,mineral,,,
37176,full load upto 59 vamac available in americas,,,,59
37185,6t6i gs + mineral with highest cristalline,glass flake | mineral,,,
37194,material with thermoplastic polyurethane total content <80%,,,,80
37197,sofpur celapex and total fill min 60 gf carbon powder,glass fiber | carbon powder,,60,
37206,grades with combined fill upto 53%,,,,53
37211,pa66-6 total content max 63 gb carbon powder,glass beads | carbon powder,,,63
37279,td glass fiber materials,mineral | glass fiber,,,
37282,without glass materials,unfilled,,,
37291,a polyamide 12 with long steel 63% with range +/-17%,long metal fiber,63,46,80
37310,long carbon fibre long metal fiber 37 - 81% thermal resistant nylon 12,long carbon fiber | long metal fiber,,37,81
37313,without fill qmtt2 listing,unfilled,,,
37322,material with full load <43,,,,43
37324,material with pa6/6 lgf 50% - 68%,long glass fiber,,50,68
37328,easy flow total content greater than 64% long fiberglass glass beads,long glass fiber | glass beads,,64,
37334,polyamide 10/10 mf,mineral,,,
37343,"sf u.v. stabilized nylon 6t,6i",metal,,,
37348,nylon 610 24 continuous carbon fiber / 45 long metal fiber impact resistant,continuous carbon fiber | long metal fiber,69,64,74
37358,"flamret pa6t,6i carbon fibre full load greater than 87%",carbon fiber,,87,
37361,227 Ã‚Â°c rtie @ 1mm filler load at least 48,,,48,
37369,paste long carbon fiber glass beads combined load of 55 with range 7,long carbon fiber | glass beads,55,48,62
37378,"mid, ot, no fill",unfilled,,,
37380,lead-free reflow solderable peld glass balls and longcarbonfiber load of 53 with +/-7 range,glass beads | long carbon fiber,53,46,60
37382,materials with unfilled,unfilled,,,
37394,ss 25 / glass fiber 5 uv stabilise polytetrafluoroethylene,metal | glass fiber,30,25,35
37431,"litepol, forflex, cfr-gf",continuous glass fiber,,,
37450,high heat conditions af,aramid fiber,,,
37451,load upto 83 in thermoplastic vulcanizates,,,,83
37456,pa 10-10 load upto 65 gs longaramidfiber improved toghness,glass flake | long aramid fiber,,,65
37458,ptt combined load less than 44,,,,44
37472,"heat pa 6t,66 un-filled",unfilled,,,
