idx,query,property_name,property_type,value,min,max,unit,shape
42747,find a material that is tensile stress at break (148 mpa),stress at break,property,148.0,133.2,162.8,mpa,banded (value +/- band)
42749,grades that have glow wire flame index less than or equal to 1268Ã‚Â°c,glow wire flammability index,ul_sub_property,,,1268.0,Â°c,open upper (<= max)
42749,grades that have glow wire flame index less than or equal to 1268Ã‚Â°c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42752,relative permittivity lesser than or equal to 34 grade,relative permittivity,property,,,34.0,,open upper (<= max)
42757,"ateva grade with a min thickness 0.5, 135Ã‚Â°c relative thermal index - electrical",relative thermal index - electrical (rti elec) (Â°c),ul_sub_property,135.0,121.5,148.5,Â°c,banded (value +/- band)
42757,"ateva grade with a min thickness 0.5, 135Ã‚Â°c relative thermal index - electrical",minimum thickness (mm),ul_property,0.5,,,mm,exact value only
42763,ball test 129 to 287 plc-4 arc resistivity,ball pressure test,ul_property,,129.0,287.0,,explicit range
42763,ball test 129 to 287 plc-4 arc resistivity,arc resistance,ul_property,plc 4,,,,exact value only
42764,"grades that have rtii 161 Ã‚Â°c, 1.5mm thickness",relative thermal index - mechanical impact (rti imp) (Â°c),ul_sub_property,161.0,144.9,177.1,Â°c,banded (value +/- band)
42764,"grades that have rtii 161 Ã‚Â°c, 1.5mm thickness",minimum thickness (mm),ul_property,1.5,,,mm,exact value only
42769,grade for insulated cover of electric vehicle (ev) charger with comparative tracking of min 272v,comparative tracking index (cti),ul_property,,272.0,,v,open lower (>= min)
42770,plc-3 hot wire @ 3mm,hot wire ignition (hwi),ul_sub_property,plc 3,,,,exact value only
42770,plc-3 hot wire @ 3mm,minimum thickness (mm),ul_property,3.0,,,mm,exact value only
42772,melt volume: 36.12 cmÃ‚Â³/10min of -/+5% range,melt volume-flow rate iso 1133 (cmÂ³/10min),property,36.12,34.31,37.93,cmÂ³/10min,banded (value +/- band)
42778,relative thermal index - mechanical strength 0.3mm of 200Ã‚Â°c,relative thermal index - mechanical strength (rti str) (Â°c),ul_sub_property,200.0,180.0,220.0,Â°c,banded (value +/- band)
42778,relative thermal index - mechanical strength 0.3mm of 200Ã‚Â°c,minimum thickness (mm),ul_property,0.3,,,mm,exact value only
42781,materials that have thermal conductivity of melt of 24.58w/(m k),thermal conductivity iso 22007-2 flow (w/(m k)),property,24.58,22.12,27.04,w/(m k),banded (value +/- band)
42782,high voltage arc resistance ignition plc3,arc resistance,ul_property,plc 3,,,,exact value only
42783,stress-strain curve double notched impact between 80 and 132kj/mÃ‚Â²,charpy double notched impact strength iso 21304-2 23Â°c (kj/mÂ²),property,,80.0,132.0,kj/mÂ²,explicit range
42784,sofpur high amp at 0.1mm plc2,high-current arc ignition (hai),ul_sub_property,plc 2,,,,exact value only
42784,sofpur high amp at 0.1mm plc2,minimum thickness (mm),ul_property,0.1,,,mm,exact value only
42786,dielectric strength =50 kv/mm around 25% margin,dielectric strength,ul_property,50.0,37.5,62.5,kv/mm,banded (value +/- band)
42789,charpy notch of max 58kj/mÃ‚Â²,charpy notched impact strength,property,,,58.0,kj/mÂ²,open upper (<= max)
42793,"materials that have flame rating v0, 0.3mm thickness",flame rating,ul_sub_property,v-0,,,,exact value only
42793,"materials that have flame rating v0, 0.3mm thickness",minimum thickness (mm),ul_property,0.3,,,mm,exact value only
42795,grade for wheel speed sensor with ipt 1.18kv,inclined-plane tracking,ul_property,1.18,1.06,1.3,kv,banded (value +/- band)
42797,rohs mat (+863 compliant) specification for lftr tpu-sf10-01,rohs 2011/65/eu material,ul_property,+863 compliant,,,,exact value only
42798,need a grade with a rti str = 118Ã‚Â°c within 10% margin,relative thermal index - mechanical strength (rti str) (Â°c),ul_sub_property,118.0,106.2,129.8,Â°c,banded (value +/- band)
42798,need a grade with a rti str = 118Ã‚Â°c within 10% margin,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42799,grades that have rti ms minimum 164,relative thermal index - mechanical strength (rti str) (Â°c),ul_sub_property,,164.0,,,open lower (>= min)
42799,grades that have rti ms minimum 164,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42804,find a material that is shore d hardness iso 48-4 / iso 868 15s of max 70,shore d hardness iso 48-4 / iso 868 15s,property,,,70.0,,open upper (<= max)
42809,grades that have izod impact (notch) of minimum 41,izod notched impact strength,property,,41.0,,,open lower (>= min)
42811,grades that have tensile notched impact strength - 67,tensile notched impact strength iso 8256/1 23Â°c (kj/mÂ²),property,67.0,60.3,73.7,,banded (value +/- band)
42812,materials that have charpy unnotched of 77.44 kj/mÃ‚Â²,charpy impact strength,property,77.44,69.7,85.18,kj/mÂ²,banded (value +/- band)
42815,comp tracking = plc-5,comparative tracking index (cti),ul_property,plc 5,,,,exact value only
42816,materials that have continuous service temperature < 184,continuous service temperature iec 60216-1 (Â°c),property,,,184.0,,open upper (<= max)
42817,comparativetrackingindex of plc-0,comparative tracking index (cti),ul_property,plc 0,,,,exact value only
42824,"omnipro grade with mold shrinkage parallel more than or eaual to 1.13 %, and flameclassrating of v 2","molding shrinkage iso 294-4, 2577 parallel (%)",property,,1.13,,%,open lower (>= min)
42824,"omnipro grade with mold shrinkage parallel more than or eaual to 1.13 %, and flameclassrating of v 2",flame rating,ul_sub_property,v-2,,,,exact value only
42824,"omnipro grade with mold shrinkage parallel more than or eaual to 1.13 %, and flameclassrating of v 2",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42827,need a grade with a cti - plc 0,comparative tracking index (cti),ul_property,plc 0,,,,exact value only
42832,izod notched impact strength - 83,izod notched impact strength,property,83.0,74.7,91.3,,banded (value +/- band)
42834,glass filled flame rating v2 at 6mm,flame rating,ul_sub_property,v-2,,,,exact value only
42834,glass filled flame rating v2 at 6mm,minimum thickness (mm),ul_property,6.0,,,mm,exact value only
42836,pultrusion ball pressure 266,ball pressure test,ul_property,266.0,239.4,292.6,,banded (value +/- band)
42840,nilamid young's modulus 21789,tensile modulus,property,21789.0,19610.1,23967.9,,banded (value +/- band)
42841,arc resistance = plc 6 and comparative tracking index plc-1 grade,arc resistance,ul_property,plc 6,,,,exact value only
42841,arc resistance = plc 6 and comparative tracking index plc-1 grade,comparative tracking index (cti),ul_property,plc 1,,,,exact value only
42842,need a grade with a rti str >= 156centigrade,relative thermal index - mechanical strength (rti str) (Â°c),ul_sub_property,,156.0,,centigrade,open lower (>= min)
42842,need a grade with a rti str >= 156centigrade,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42850,"min thickness 0.3, plc1 high-current ignition reinforced mineral total load min 56%",high-current arc ignition (hai),ul_sub_property,plc 1,,,,exact value only
42850,"min thickness 0.3, plc1 high-current ignition reinforced mineral total load min 56%",minimum thickness (mm),ul_property,0.3,,,mm,exact value only
42856,"materials that have hardness, rockwell iso 2039-2 m-scale = 87","hardness, rockwell iso 2039-2 m-scale",property,87.0,78.3,95.7,,banded (value +/- band)
42862,rti ele at 0.6mm of 166 iso 10993,relative thermal index - electrical (rti elec) (Â°c),ul_sub_property,166.0,149.4,182.6,,banded (value +/- band)
42862,rti ele at 0.6mm of 166 iso 10993,minimum thickness (mm),ul_property,0.6,,,mm,exact value only
42864,hvtr plc4,high voltage arc tracking rate (hvtr),ul_property,plc 4,,,,exact value only
42865,rti imp <=97Ã‚Â°c,relative thermal index - mechanical impact (rti imp) (Â°c),ul_sub_property,,,97.0,Â°c,open upper (<= max)
42865,rti imp <=97Ã‚Â°c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42869,"min thickness 3.1, v-2 flammability class",flammability classification,ul_sub_property,v-2,,,,exact value only
42869,"min thickness 3.1, v-2 flammability class",minimum thickness (mm),ul_property,3.1,,,mm,exact value only
42870,grades that have relativethermalindex-electrical 148Ã‚Â°c at 0.8mm,relative thermal index - electrical (rti elec) (Â°c),ul_sub_property,148.0,133.2,162.8,Â°c,banded (value +/- band)
42870,grades that have relativethermalindex-electrical 148Ã‚Â°c at 0.8mm,minimum thickness (mm),ul_property,0.8,,,mm,exact value only
42872,elongation break of approximately 256%,tensile strain at break,property,256.0,230.4,281.6,%,banded (value +/- band)
42879,detergent resistant - f-4 high voltage rate: plc 1,detergent resistance,ul_property,f4,,,,exact value only
42879,detergent resistant - f-4 high voltage rate: plc 1,high voltage arc tracking rate (hvtr),ul_property,plc 1,,,,exact value only
42882,rohs 863-compliant specification for hostaform c 13031 xap,rohs 2011/65/eu material,ul_property,+863 compliant,,,,exact value only
42883,relative thermal index ele (150) not filled,relative thermal index - electrical (rti elec) (Â°c),ul_sub_property,150.0,135.0,165.0,,banded (value +/- band)
42883,relative thermal index ele (150) not filled,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42884,materials that have tensile stress (break) at 5mm/min = 153 around 5% variation,tensile stress at break iso 527-1/-2 5mm/min (mpa),property,153.0,145.35,160.65,,banded (value +/- band)
42885,gwit in the range of 393 to 931 without glass fiber,glow wire ignition temperature,ul_sub_property,,393.0,931.0,,explicit range
42885,gwit in the range of 393 to 931 without glass fiber,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42886,plc-2 arcres and hvtr = plc 1 grade,arc resistance,ul_property,plc 2,,,,exact value only
42886,plc-2 arcres and hvtr = plc 1 grade,high voltage arc tracking rate (hvtr),ul_property,plc 1,,,,exact value only
42887,maximum rti electrical 169 Ã‚Â°c cfr gf full load ranging between 23 - 83,relative thermal index - electrical (rti elec) (Â°c),ul_sub_property,,,169.0,Â°c,open upper (<= max)
42887,maximum rti electrical 169 Ã‚Â°c cfr gf full load ranging between 23 - 83,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42891,high voltage arc tracking rate (hvtr): plc 0 specification for ecomid a h gf30 bk 9004/2b,high voltage arc tracking rate (hvtr),ul_property,plc 0,,,,exact value only
42892,cnl comparative tracking index rating more than 151,comparative tracking index (cti),ul_property,,151.0,,,open lower (>= min)
42893,nhm compliant detergentresistance f 3,non-halogenated material,ul_property,compliant,,,,exact value only
42893,nhm compliant detergentresistance f 3,detergent resistance,ul_property,f3,,,,exact value only
42896,arc res = plc5,arc resistance,ul_property,plc 5,,,,exact value only
42897,non-chlorine & non-bromine material-compliant,non-chlorine & non-bromine material,ul_property,compliant,,,,exact value only
42901,grades that have highamperagearcignitioncategory plc 3,high-current arc ignition (hai),ul_sub_property,plc 3,,,,exact value only
42901,grades that have highamperagearcignitioncategory plc 3,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42902,5va ss + carbonfiber,flame rating,ul_sub_property,5va,,,,exact value only
42902,5va ss + carbonfiber,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42903,grades that have arcresistant of plc2,arc resistance,ul_property,plc 2,,,,exact value only
42904,cti=plc-4 2011/65/eu mat: +863 compliant,comparative tracking index (cti),ul_property,plc 4,,,,exact value only
42904,cti=plc-4 2011/65/eu mat: +863 compliant,rohs 2011/65/eu material,ul_property,+863 compliant,,,,exact value only
42907,rti elec of 211 Ã‚Â°c between 149 - 245,relative thermal index - electrical (rti elec) (Â°c),ul_sub_property,211.0,149.0,245.0,Â°c,banded (value +/- band)
42907,rti elec of 211 Ã‚Â°c between 149 - 245,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42909,bpt of approximately 228,ball pressure test,ul_property,228.0,205.2,250.8,,banded (value +/- band)
42911,high voltage tracking rate: plc 3,high voltage arc tracking rate (hvtr),ul_property,plc 3,,,,exact value only
42912,relative thermal index at 2 120 heat aging,relative thermal index,ul_sub_property,120.0,108.0,132.0,,banded (value +/- band)
42912,relative thermal index at 2 120 heat aging,minimum thickness (mm),ul_property,2.0,,,mm,exact value only
42913,ball pressure test 286 Ã‚Â°c in the range of 245 - 361,ball pressure test iec 60695-10-2 (Â°c),property,286.0,245.0,361.0,Â°c,banded (value +/- band)
42916,grade for fenders with flow wire ignition temperature of 775Ã‚Â°c between 696 - 1007,glow wire ignition temperature,ul_sub_property,775.0,696.0,1007.0,Â°c,banded (value +/- band)
42916,grade for fenders with flow wire ignition temperature of 775Ã‚Â°c between 696 - 1007,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42918,"gur grade with tape flex modulus of 73098mpa, and relativethermalindex-mechanicalstrength(rtistr) 228 at 3.5mm",flexural modulus astm d 790 tape 0Â° (mpa),property,73098.0,65788.2,80407.8,mpa,banded (value +/- band)
42918,"gur grade with tape flex modulus of 73098mpa, and relativethermalindex-mechanicalstrength(rtistr) 228 at 3.5mm",relative thermal index - mechanical strength (rti str) (Â°c),ul_sub_property,228.0,205.2,250.8,,banded (value +/- band)
42918,"gur grade with tape flex modulus of 73098mpa, and relativethermalindex-mechanicalstrength(rtistr) 228 at 3.5mm",minimum thickness (mm),ul_property,3.5,,,mm,exact value only
42922,glow wire ignition temperature at 0.6mm 659Ã‚Â°c bondable,glow wire ignition temperature,ul_sub_property,659.0,593.1,724.9,Â°c,banded (value +/- band)
42922,glow wire ignition temperature at 0.6mm 659Ã‚Â°c bondable,minimum thickness (mm),ul_property,0.6,,,mm,exact value only
42924,drug master file dielectric factor (18.38) with 20% range,relative permittivity,property,18.38,14.7,22.06,,banded (value +/- band)
42927,di strength of max 40 kv/mm,dielectric strength,ul_property,,,40.0,kv/mm,open upper (<= max)
42929,materials that have 234 % break elongation 50 mm/min,tensile strain at break iso 527-1/-2 50mm/min (%),property,234.0,210.6,257.4,%,banded (value +/- band)
42932,dimensional change =0.29 between 0.23-0.34 specification for htr8832bk320,dimensional change,ul_property,0.29,0.23,0.34,,banded (value +/- band)
42939,arc resistant: plc-5,arc resistance,ul_property,plc 5,,,,exact value only
42945,5va no filler,flame rating,ul_sub_property,5va,,,,exact value only
42945,5va no filler,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42948,materials that have loss tangent 1mhz of approximately 4458 e-4,dissipation factor iec 62631-2-1 1mhz (e-4),property,4458.0,4012.2,4903.8,e-4,banded (value +/- band)
42949,materials that have glow wire flame index 871Ã‚Â°c 1.2mm thick.,glow wire flammability index,ul_sub_property,871.0,783.9,958.1,Â°c,banded (value +/- band)
42949,materials that have glow wire flame index 871Ã‚Â°c 1.2mm thick.,minimum thickness (mm),ul_property,1.2,,,mm,exact value only
42950,dielectric str 7.47e+08 kv/mm and comparative tracking rating of approximately 423v grade,dielectric strength,ul_property,7.47e+08,6.72e+08,8.21e+08,kv/mm,banded (value +/- band)
42950,dielectric str 7.47e+08 kv/mm and comparative tracking rating of approximately 423v grade,comparative tracking index (cti),ul_property,423.0,380.7,465.3,v,banded (value +/- band)
42951,tape flex stress 725 with +/-30% range,flexural strength astm d 790 tape 0Â° (mpa),property,725.0,507.5,942.5,,banded (value +/- band)
42957,detergent resist = f3 rohs and eu=863,detergent resistance,ul_property,f3,,,,exact value only
42957,detergent resist = f3 rohs and eu=863,rohs 2011/65/eu material,ul_property,863.0,,,,exact value only
42958,vectra highvoltagearctrackingrate(hvtr) of plc 2 (25.5 - 80 mm/min.),high voltage arc tracking rate (hvtr),ul_property,plc 2 (25.5 - 80 mm/min.),,,,exact value only
42960,materials that have flameclassification at 3.5 v-1,flammability classification,ul_sub_property,v-1,,,,exact value only
42960,materials that have flameclassification at 3.5 v-1,minimum thickness (mm),ul_property,3.5,,,mm,exact value only
42962,grade for joint for baby pram with comparative tracking index (cti) of plc 4,comparative tracking index (cti),ul_property,plc 4,,,,exact value only
42964,heat aging temp. of deflection under load of 171Ã‚Â°c between 112 to 204,temperature of deflection under load,property,171.0,112.0,204.0,Â°c,banded (value +/- band)
42965,comparativetrackingindexrating plc 2,comparative tracking index (cti),ul_property,plc 2,,,,exact value only
42966,fri izod impact unnotch > 110; elongation at break iso 527-1/-2 or iso 37 perpendicular (%) from 574 - 909,izod impact strength,property,,110.0,,,open lower (>= min)
42966,fri izod impact unnotch > 110; elongation at break iso 527-1/-2 or iso 37 perpendicular (%) from 574 - 909,elongation at break iso 527-1/-2 or iso 37 perpendicular (%),property,,574.0,909.0,,explicit range
42974,inc-plane tracking between 1.36-2.9kv,inclined-plane tracking,ul_property,,1.36,2.9,kv,explicit range
42975,high arc ignition @ 6 plc-3,high-current arc ignition (hai),ul_sub_property,plc 3,,,,exact value only
42975,high arc ignition @ 6 plc-3,minimum thickness (mm),ul_property,6.0,,,mm,exact value only
42976,"ateva grade with dimensional, precise between 1.38-2.41%, and rti strength of 176",molding shrinkage,property,,1.38,2.41,%,explicit range
42976,"ateva grade with dimensional, precise between 1.38-2.41%, and rti strength of 176",relative thermal index - mechanical strength (rti str) (Â°c),ul_sub_property,176.0,158.4,193.6,,banded (value +/- band)
42976,"ateva grade with dimensional, precise between 1.38-2.41%, and rti strength of 176",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
42978,materials that have moisture uptake of 6.74%,water absorption sim. to iso 62 2mm (%),property,6.74,6.07,7.41,%,banded (value +/- band)
42983,grades that have relative thermal index mechanical at 0.3mm of 150Ã‚Â°c,relative thermal index - mechanical strength (rti str) (Â°c),ul_sub_property,150.0,135.0,165.0,Â°c,banded (value +/- band)
42983,grades that have relative thermal index mechanical at 0.3mm of 150Ã‚Â°c,minimum thickness (mm),ul_property,0.3,,,mm,exact value only
42996,comparative tracking rating plc 0 pvc,comparative tracking index (cti),ul_property,plc 0,,,,exact value only
43003,ateva grade with a dielectrical strength 53,dielectric strength,ul_property,53.0,47.7,58.3,,banded (value +/- band)
43005,ateva nominal elongation: 480%,nominal strain at break iso 527-1/-2 (%),property,480.0,432.0,528.0,%,banded (value +/- band)
43007,need a grade with a nhm - compliant,non-halogenated material,ul_property,compliant,,,,exact value only
43010,rohs 2011/65/eu material 863,rohs 2011/65/eu material,ul_property,863.0,,,,exact value only
43012,relative thermal index mechanical impact 63 Ã‚Â°c at 0.3mm aramidefiber long carbon fiber total filler load at least 48,relative thermal index - mechanical impact (rti imp) (Â°c),ul_sub_property,63.0,56.7,69.3,Â°c,banded (value +/- band)
43012,relative thermal index mechanical impact 63 Ã‚Â°c at 0.3mm aramidefiber long carbon fiber total filler load at least 48,minimum thickness (mm),ul_property,0.3,,,mm,exact value only
43017,grades that have loss angle 1mhz of max 4795,dissipation factor iec 62631-2-1 1mhz (e-4),property,,,4795.0,,open upper (<= max)
43020,"tx grade with compression set less than or equal to 22.11 %, and ip tracking of max 3.37",compression set,property,,,22.11,%,open upper (<= max)
43020,"tx grade with compression set less than or equal to 22.11 %, and ip tracking of max 3.37",inclined-plane tracking,ul_property,,,3.37,,open upper (<= max)
43022,cs grade with a outdoordurability of f-2,outdoor suitability,ul_property,f2,,,,exact value only
43023,need a grade with a ipt close to 1.17,inclined-plane tracking,ul_property,1.17,1.05,1.29,,banded (value +/- band)
43024,ta grade with a nhm of compliant,non-halogenated material,ul_property,compliant,,,,exact value only
43026,"blueridge grade with maximum of mould shrinkage normal 0.62percent, and dres of f 3","molding shrinkage iso 294-4, 2577 normal (%)",property,,,0.62,percent,open upper (<= max)
43026,"blueridge grade with maximum of mould shrinkage normal 0.62percent, and dres of f 3",detergent resistance,ul_property,f3,,,,exact value only
43027,min thickness 1.5 5 va 51% total load,flame rating,ul_sub_property,5va,,,,exact value only
43027,min thickness 1.5 5 va 51% total load,minimum thickness (mm),ul_property,1.5,,,mm,exact value only
43029,flammability classification @ 0.5 hb-40 specification for kepm90ey,flammability classification,ul_sub_property,hb40,,,,exact value only
43029,flammability classification @ 0.5 hb-40 specification for kepm90ey,minimum thickness (mm),ul_property,0.5,,,mm,exact value only
43032,comparativetrackingindex(cti) of plc2,comparative tracking index (cti),ul_property,plc 2,,,,exact value only
43033,materials that have di strength of 51,dielectric strength,ul_property,51.0,45.9,56.1,,banded (value +/- band)
43034,pellet size tan delta at 100hz <=3275,dissipation factor iec 62631-2-1 100hz (e-4),property,,,3275.0,,open upper (<= max)
43037,glow wire ignition 0.5mm of 883 Ã‚Â°c,glow wire ignition temperature,ul_sub_property,883.0,794.7,971.3,Â°c,banded (value +/- band)
43037,glow wire ignition 0.5mm of 883 Ã‚Â°c,minimum thickness (mm),ul_property,0.5,,,mm,exact value only
43039,mf metal with combined fill 39 glow wire flame index 716centigrade,glow wire flammability index,ul_sub_property,716.0,644.4,787.6,centigrade,banded (value +/- band)
43039,mf metal with combined fill 39 glow wire flame index 716centigrade,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
43040,grades that have suitability of f1,outdoor suitability,ul_property,f1,,,,exact value only
43042,high voltage arc resistant to ignition: plc-6,arc resistance,ul_property,plc 6,,,,exact value only
43043,iptracking=1.55kv high vol arc tracking rate = plc1,inclined-plane tracking,ul_property,1.55,1.4,1.71,kv,banded (value +/- band)
43043,iptracking=1.55kv high vol arc tracking rate = plc1,high voltage arc tracking rate (hvtr),ul_property,plc 1,,,,exact value only
43046,grades that have outdoor suitability - f 1,outdoor suitability,ul_property,f1,,,,exact value only
43048,grade for bobbin housing for dishwasher with rti impact at 0.1 175,relative thermal index - mechanical impact (rti imp) (Â°c),ul_sub_property,175.0,157.5,192.5,,banded (value +/- band)
43048,grade for bobbin housing for dishwasher with rti impact at 0.1 175,minimum thickness (mm),ul_property,0.1,,,mm,exact value only
43049,tis = 761.0 kj/mÃ‚Â² within 15% margin and arcresistivity of plc5 grade,tensile impact strength,ul_property,761.0,646.85,875.15,kj/mÂ²,banded (value +/- band)
43049,tis = 761.0 kj/mÃ‚Â² within 15% margin and arcresistivity of plc5 grade,arc resistance,ul_property,plc 5,,,,exact value only
43052,minimum of glow-wire ignition temperature 485Ã‚Â°f crystallinity between 10% and 20%,glow wire ignition temperature,ul_sub_property,,485.0,,Â°f,open lower (>= min)
43052,minimum of glow-wire ignition temperature 485Ã‚Â°f crystallinity between 10% and 20%,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
43054,high voltage arc resist to ignition plc-1 qmtt2,arc resistance,ul_property,plc 1,,,,exact value only
43058,grades that have break elongation 5 mm/min - 97 % in the range of 64-107,tensile strain at break iso 527-1/-2 5mm/min (%),property,97.0,64.0,107.0,%,banded (value +/- band)
43061,rohsandeu of +863-compliant specification for lc7202 bk195,rohs 2011/65/eu material,ul_property,+863 compliant,,,,exact value only
43063,dielec str: 40v/mm dielec str: 20 kv/mm between 16-23,dielectric strength,ul_property,40.0,36.0,44.0,v/mm,banded (value +/- band)
43063,dielec str: 40v/mm dielec str: 20 kv/mm between 16-23,dielectric strength,ul_property,20.0,16.0,23.0,kv/mm,banded (value +/- band)
43065,f 4 detergent resis,detergent resistance,ul_property,f4,,,,exact value only
43066,materials that have mechanical resistance <=24594 mpa,tensile modulus,property,,,24594.0,mpa,open upper (<= max)
43068,need a grade with a dimensional chg of 0.52,dimensional change,ul_property,0.52,0.47,0.57,,banded (value +/- band)
43071,tensile imp of 761.0 kj/mÃ‚Â² within 5% margin,tensile impact strength,ul_property,761.0,722.95,799.05,kj/mÂ²,banded (value +/- band)
43073,glow-wire flammability index at 2 of 775,glow wire flammability index,ul_sub_property,775.0,697.5,852.5,,banded (value +/- band)
43073,glow-wire flammability index at 2 of 775,minimum thickness (mm),ul_property,2.0,,,mm,exact value only
43075,voltage arc tracking rate-plc 4,high voltage arc tracking rate (hvtr),ul_property,plc 4,,,,exact value only
43077,grades that have flameclassification 5va at 1.5mm,flammability classification,ul_sub_property,5va,,,,exact value only
43077,grades that have flameclassification 5va at 1.5mm,minimum thickness (mm),ul_property,1.5,,,mm,exact value only
43078,products with tape tensile modulus (88.68gpa) in the vicinity of 5%,tensile modulus astm d 3039 m tape 0Â° (mpa),property,88.68,84.25,93.11,gpa,banded (value +/- band)
43079,products with in plane thermal diffusivity - 8.15e-07mÃ‚Â²/s,effective thermal diffusivity iso 22007-4 flow (mÂ²/s),property,8.15e-07,7.34e-07,8.97e-07,mÂ²/s,banded (value +/- band)
43081,need a grade with a tensile imp str < 1080kj/mÃ‚Â²,tensile impact strength,ul_property,,,1080.0,kj/mÂ²,open upper (<= max)
43083,dimensional change of 0.51%,dimensional change,ul_property,0.51,0.46,0.56,%,banded (value +/- band)
43084,products with 1mhz df =2693e-4 around 30% range,dissipation factor iec 62631-2-1 1mhz (e-4),property,2693.0,1885.1,3500.9,e-4,banded (value +/- band)
43087,gwit: 644 fibre metal89%,glow wire ignition temperature,ul_sub_property,644.0,579.6,708.4,,banded (value +/- band)
43087,gwit: 644 fibre metal89%,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
43088,combined fill of 49 with +/-22 relative thermal index - mechanical strength (rti str) (Ã‚Â°c) @ 3 208,relative thermal index - mechanical strength (rti str) (Â°c),ul_sub_property,208.0,187.2,228.8,,banded (value +/- band)
43088,combined fill of 49 with +/-22 relative thermal index - mechanical strength (rti str) (Ã‚Â°c) @ 3 208,minimum thickness (mm),ul_property,3.0,,,mm,exact value only
43089,"need a grade with a relative thermal index - mechanical strength 178, 3.1mm thickness",relative thermal index - mechanical strength (rti str) (Â°c),ul_sub_property,178.0,160.2,195.8,,banded (value +/- band)
43089,"need a grade with a relative thermal index - mechanical strength 178, 3.1mm thickness",minimum thickness (mm),ul_property,3.1,,,mm,exact value only
43090,find a material that is rigidity from 925 - 1958,flexural modulus,property,,925.0,1958.0,,explicit range
43091,grades that have soft = 93.85,shore a hardness iso 48-4 / iso 868 15s,property,93.85,84.47,103.23,,banded (value +/- band)
43094,highvoltagearcresisttoignition of plc 7 comparative tracking index=plc1,arc resistance,ul_property,plc 7,,,,exact value only
43094,highvoltagearcresisttoignition of plc 7 comparative tracking index=plc1,comparative tracking index (cti),ul_property,plc 1,,,,exact value only
43096,need a grade with a flamerating @ 3 of hb,flame rating,ul_sub_property,hb,,,,exact value only
43096,need a grade with a flamerating @ 3 of hb,minimum thickness (mm),ul_property,3.0,,,mm,exact value only
43099,materials that have relative thermal index - mechanical impact (rti imp) 205 Ã‚Â°c at 1.5mm,relative thermal index - mechanical impact (rti imp) (Â°c),ul_sub_property,205.0,184.5,225.5,Â°c,banded (value +/- band)
43099,materials that have relative thermal index - mechanical impact (rti imp) 205 Ã‚Â°c at 1.5mm,minimum thickness (mm),ul_property,1.5,,,mm,exact value only
43100,hwi @ 1.6 of plc0,hot wire ignition (hwi),ul_sub_property,plc 0,,,,exact value only
43100,hwi @ 1.6 of plc0,minimum thickness (mm),ul_property,1.6,,,mm,exact value only
43101,arcres of plc0,arc resistance,ul_property,plc 0,,,,exact value only
43102,concentrate blend down 3.86 flexural strain at failure,flexural strain at failure,property,3.86,3.47,4.25,,banded (value +/- band)
43104,high voltage arc resist to ignition (plc1),arc resistance,ul_property,plc 1,,,,exact value only
43106,materials that have hai plc-2,high-current arc ignition (hai),ul_sub_property,plc 2,,,,exact value only
43106,materials that have hai plc-2,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
43107,tensile imp less than or equal to 1056 kj/mÃ‚Â² maf,tensile impact strength,ul_property,,,1056.0,kj/mÂ²,open upper (<= max)
43108,grades that have high ampere arc ignition-plc 1,high-current arc ignition (hai),ul_sub_property,plc 1,,,,exact value only
43108,grades that have high ampere arc ignition-plc 1,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
43110,high voltage arc resist ignition = plc4 and cti minimum 344v grade,arc resistance,ul_property,plc 4,,,,exact value only
43110,high voltage arc resist ignition = plc4 and cti minimum 344v grade,comparative tracking index (cti),ul_property,,344.0,,v,open lower (>= min)
43111,"mold-shrinkage, parallel from 2.42-4.74 % grade","molding shrinkage iso 294-4, 2577 parallel (%)",property,,2.42,4.74,%,explicit range
43112,suitability = f 1 sardine flavor,outdoor suitability,ul_property,f1,,,,exact value only
43113,need a grade with a 1.79 inclined-plane,inclined-plane tracking,ul_property,1.79,1.61,1.97,,banded (value +/- band)
43117,materials that have dc dielectric strength >= 1394kv/mm,dielectric strength,ul_property,,1394.0,,kv/mm,open lower (>= min)
